GE,ME,MI
ENSG00000058335,cg22758700,hsa-miR-767-3p
ENSG00000062038,cg03724368,hsa-miR-138-1-3p
ENSG00000062096,cg23345004,hsa-miR-4431
ENSG00000064787,cg11940177,hsa-miR-1915-5p
ENSG00000064886,cg19815813,hsa-miR-3691-5p
ENSG00000065328,cg11495854,hsa-miR-1270
ENSG00000065371,cg04557423,hsa-miR-1269a
ENSG00000065609,cg04746199,hsa-miR-204-5p
ENSG00000065618,cg27523087,hsa-miR-210-3p
ENSG00000067715,cg06211837,hsa-miR-187-3p
ENSG00000067798,cg16117910,hsa-miR-185-3p
ENSG00000067842,cg07956515,hsa-miR-188-3p
ENSG00000068489,cg16420756,hsa-miR-31-5p
ENSG00000068615,cg13472610,hsa-miR-31-3p
ENSG00000068985,cg00356183,hsa-miR-92a-1-5p
ENSG00000069482,cg05192452,hsa-miR-93-3p
ENSG00000069764,cg08813925,hsa-miR-1301-3p
ENSG00000070193,cg24066731,hsa-miR-1343-3p
ENSG00000070526,cg09367817,hsa-miR-4787-3p
ENSG00000070729,cg05728019,hsa-miR-4788
ENSG00000071991,cg25215834,hsa-miR-1277-3p
ENSG00000072041,cg12666727,hsa-miR-1276
ENSG00000072858,cg17514199,hsa-miR-548ao-3p
ENSG00000073464,cg22473620,hsa-miR-6783-3p
ENSG00000073756,cg03202804,hsa-miR-6728-5p
ENSG00000073792,cg01025836,hsa-miR-17-5p
ENSG00000074410,cg21488617,hsa-miR-19a-3p
ENSG00000074803,cg19046826,hsa-miR-18a-5p
ENSG00000075461,cg03277455,hsa-miR-33a-5p
ENSG00000075673,cg10356613,hsa-miR-935
ENSG00000075886,cg06176471,hsa-miR-934
ENSG00000075891,cg22176895,hsa-miR-2115-5p
ENSG00000076344,cg02009766,hsa-miR-2115-3p
ENSG00000077264,cg10024876,hsa-miR-4446-3p
ENSG00000077274,cg23363832,hsa-miR-6510-3p
ENSG00000077279,cg12034943,hsa-miR-1251-5p
ENSG00000077327,cg20584546,hsa-miR-7156-5p
ENSG00000077935,cg07054564,hsa-miR-7158-3p
ENSG00000078081,cg15866977,hsa-miR-5002-5p
ENSG00000079393,cg14024653,hsa-miR-129-5p
ENSG00000079689,cg04771433,hsa-miR-937-3p
ENSG00000080618,cg14579819,hsa-miR-527
ENSG00000080854,cg02822788,hsa-miR-942-5p
ENSG00000081041,cg07592976,hsa-miR-522-3p
ENSG00000081051,cg18886444,hsa-miR-519a-3p
ENSG00000081138,cg25998402,hsa-miR-802
ENSG00000081277,cg19045644,hsa-miR-135a-5p
ENSG00000081479,cg22839308,hsa-miR-137-3p
ENSG00000081985,cg12873919,hsa-miR-551a
ENSG00000082175,cg03872783,hsa-miR-187-5p
ENSG00000082293,cg19859290,hsa-miR-222-5p
ENSG00000082556,cg20569287,hsa-miR-301a-5p
ENSG00000084453,cg25300386,hsa-miR-548d-3p
ENSG00000084628,cg05829782,hsa-miR-663a
ENSG00000085741,cg24659501,hsa-miR-449b-5p
ENSG00000086506,cg05053220,hsa-miR-3200-3p
ENSG00000086548,cg16086130,hsa-miR-98-3p
ENSG00000086570,cg09417209,hsa-miR-3664-5p
ENSG00000086696,cg18566883,hsa-miR-502-5p
ENSG00000087250,cg24033558,hsa-miR-501-5p
ENSG00000088386,cg07470207,hsa-miR-505-3p
ENSG00000088726,cg03926815,hsa-miR-7-5p
ENSG00000089116,cg19690494,hsa-miR-1226-3p
ENSG00000089685,cg14919082,hsa-miR-301b-3p
ENSG00000089847,cg01815912,hsa-miR-505-5p
ENSG00000090512,cg26514793,hsa-miR-500a-5p
ENSG00000090534,cg15127791,hsa-miR-516a-5p
ENSG00000090539,cg00813999,hsa-miR-138-5p
ENSG00000090932,cg08911275,hsa-miR-877-3p
ENSG00000091138,cg17064051,hsa-miR-760
ENSG00000091262,cg14069049,hsa-miR-873-5p
ENSG00000091482,cg23651323,hsa-miR-20a-3p
ENSG00000091513,cg04324821,hsa-miR-19b-1-5p
ENSG00000091664,cg02716516,hsa-miR-518c-5p
ENSG00000091704,cg18814344,hsa-miR-518b
ENSG00000091831,cg08387285,hsa-miR-301a-3p
ENSG00000092009,cg03461110,hsa-miR-4501
ENSG00000092054,cg05754853,hsa-miR-885-5p
ENSG00000092068,cg16593865,hsa-miR-877-5p
ENSG00000092295,cg04583813,hsa-miR-570-3p
ENSG00000092345,cg20057633,hsa-miR-455-3p
ENSG00000092621,cg12911556,hsa-miR-532-3p
ENSG00000092758,cg26915558,hsa-miR-33b-5p
ENSG00000092850,cg08901662,hsa-miR-3186-5p
ENSG00000093134,cg26215406,hsa-miR-3187-3p
ENSG00000094755,cg20383521,hsa-miR-18b-5p
ENSG00000095627,cg14621217,hsa-miR-4766-3p
ENSG00000095917,cg18208842,hsa-miR-452-5p
ENSG00000096006,cg21279316,hsa-miR-452-3p
ENSG00000096088,cg14776114,hsa-miR-521
ENSG00000099725,cg16908860,hsa-miR-3928-3p
ENSG00000099769,cg08857144,hsa-miR-3150b-3p
ENSG00000099960,cg08871608,hsa-miR-130b-3p
ENSG00000100095,cg24505892,hsa-miR-1283
ENSG00000100146,cg00601836,hsa-miR-6850-5p
ENSG00000100170,cg03921753,hsa-miR-500b-5p
ENSG00000100362,cg16624692,hsa-miR-1468-5p
ENSG00000100448,cg03026373,hsa-miR-3934-5p
ENSG00000100453,cg00240860,hsa-miR-4756-3p
ENSG00000100473,cg07589773,hsa-miR-6715a-3p
ENSG00000100665,cg26353296,hsa-miR-548f-3p
ENSG00000100867,cg08141395,hsa-miR-6834-5p
ENSG00000101057,cg06034127,hsa-miR-6832-3p
ENSG00000101098,cg25741215,hsa-miR-135b-5p
ENSG00000101180,cg22510970,hsa-miR-190b-5p
ENSG00000101188,cg13751386,hsa-miR-590-5p
ENSG00000101204,cg11806672,hsa-miR-548b-3p
ENSG00000101210,cg14685146,hsa-miR-589-3p
ENSG00000101222,cg16441044,hsa-miR-550a-3p
ENSG00000101280,cg14260083,hsa-miR-5694
ENSG00000101282,cg23261919,hsa-miR-5691
ENSG00000101292,cg08371852,hsa-miR-3614-5p
ENSG00000101311,cg25593948,hsa-miR-1306-3p
ENSG00000101323,cg14904662,hsa-miR-4780
ENSG00000101425,cg11195797,hsa-miR-224-3p
ENSG00000101435,cg12874092,hsa-miR-146a-3p
ENSG00000101441,cg02685016,hsa-miR-767-5p
ENSG00000101447,cg19263868,hsa-miR-105-5p
ENSG00000101489,cg04242021,hsa-miR-766-3p
ENSG00000101746,cg02863489,hsa-miR-362-3p
ENSG00000102001,cg04887807,hsa-miR-130b-5p
ENSG00000102010,cg10506618,hsa-miR-6499-5p
ENSG00000102109,cg04438997,hsa-miR-6499-3p
ENSG00000102145,cg05255811,hsa-miR-548s
ENSG00000102243,cg01577187,hsa-miR-6720-3p
ENSG00000102287,cg00290974,hsa-miR-584-5p
ENSG00000102290,cg15991104,hsa-miR-577
ENSG00000102384,cg01994205,hsa-miR-5699-3p
ENSG00000102678,cg08918274,hsa-miR-5698
ENSG00000102837,cg05728754,hsa-miR-203b-3p
ENSG00000102854,cg19649172,hsa-miR-6798-3p
ENSG00000103023,cg10376408,hsa-miR-149-3p
ENSG00000103269,cg01593385,hsa-miR-345-5p
ENSG00000103310,cg19830950,hsa-miR-500b-3p
ENSG00000103316,cg04051571,hsa-miR-135b-3p
ENSG00000103355,cg26242687,hsa-miR-873-3p
ENSG00000103460,cg08452338,hsa-miR-15b-3p
ENSG00000103528,cg19017142,hsa-miR-629-3p
ENSG00000103534,cg05593349,hsa-miR-2355-3p
ENSG00000103546,cg20176142,
ENSG00000103569,cg10475153,
ENSG00000104044,cg26094842,
ENSG00000104055,cg02734505,
ENSG00000104237,cg19990651,
ENSG00000104332,cg00085493,
ENSG00000104722,cg16375820,
ENSG00000104848,cg25456593,
ENSG00000104879,cg03670908,
ENSG00000105131,cg20771178,
ENSG00000105141,cg02220837,
ENSG00000105143,cg25892587,
ENSG00000105173,cg12484037,
ENSG00000105255,cg13458609,
ENSG00000105376,cg01934626,
ENSG00000105388,cg23736843,
ENSG00000105523,cg04678916,
ENSG00000105550,cg09326440,
ENSG00000105695,cg24051242,
ENSG00000105707,cg26440289,
ENSG00000105877,cg19961043,
ENSG00000105880,cg04812556,
ENSG00000105926,cg03425782,
ENSG00000105929,cg03179435,
ENSG00000106013,cg19870898,
ENSG00000106018,cg23121156,
ENSG00000106123,cg21672572,
ENSG00000106128,cg00680551,
ENSG00000106278,cg04388863,
ENSG00000106536,cg14561934,
ENSG00000106541,cg14983606,
ENSG00000106631,cg09227621,
ENSG00000106689,cg05684406,
ENSG00000106714,cg22120095,
ENSG00000106809,cg13147822,
ENSG00000106927,cg26573704,
ENSG00000107014,cg24740531,
ENSG00000107159,cg18160402,
ENSG00000107485,cg20565980,
ENSG00000107518,cg16550264,
ENSG00000107807,cg01850245,
ENSG00000107984,cg06301550,
ENSG00000108018,cg05873285,
ENSG00000108176,cg19788186,
ENSG00000108242,cg05500840,
ENSG00000108244,cg20521198,
ENSG00000108417,cg17609809,
ENSG00000108576,cg21141024,
ENSG00000108602,cg13865610,
ENSG00000108688,cg26043955,
ENSG00000108759,cg14400292,
ENSG00000108878,cg23199335,
ENSG00000108932,cg25398044,
ENSG00000109101,cg15425061,
ENSG00000109132,cg07932300,
ENSG00000109181,cg21180286,
ENSG00000109182,cg03577157,
ENSG00000109193,cg11250941,
ENSG00000109205,cg01098959,
ENSG00000109208,cg19597031,
ENSG00000109255,cg08815672,
ENSG00000109272,cg04415176,
ENSG00000109321,cg06879394,
ENSG00000109424,cg04996355,
ENSG00000109436,cg27223728,
ENSG00000109452,cg14549078,
ENSG00000109674,cg18224395,
ENSG00000109846,cg16588163,
ENSG00000109906,cg24897392,
ENSG00000109956,cg00773902,
ENSG00000110148,cg00802903,
ENSG00000110169,cg24170465,
ENSG00000110195,cg01798157,
ENSG00000110375,cg02773041,
ENSG00000110436,cg27372920,
ENSG00000110484,cg19497517,
ENSG00000110693,cg25912827,
ENSG00000111052,cg05673882,
ENSG00000111319,cg16650073,
ENSG00000111344,cg27565555,
ENSG00000111404,cg00655552,
ENSG00000111537,cg19929194,
ENSG00000111700,cg26866168,
ENSG00000111728,cg13477812,
ENSG00000111783,cg23309670,
ENSG00000111981,cg02776659,
ENSG00000112175,cg05261028,
ENSG00000112183,cg12361223,
ENSG00000112218,cg02722188,
ENSG00000112238,cg22519422,
ENSG00000112280,cg08543966,
ENSG00000112333,cg07931411,
ENSG00000112394,cg08729686,
ENSG00000112494,cg10092691,
ENSG00000112742,cg05709468,
ENSG00000112936,cg00950497,
ENSG00000112981,cg21889472,
ENSG00000113262,cg19065831,
ENSG00000113396,cg21650962,
ENSG00000113430,cg08651937,
ENSG00000113739,cg16511229,
ENSG00000113763,cg05069228,
ENSG00000113924,cg17580935,
ENSG00000113946,cg05859267,
ENSG00000114248,cg20749792,
ENSG00000114374,cg22920417,
ENSG00000114547,cg11174640,
ENSG00000114638,cg06708255,
ENSG00000114771,cg00067414,
ENSG00000114805,cg13933373,
ENSG00000115009,cg03405315,
ENSG00000115112,cg26329715,
ENSG00000115138,cg13929323,
ENSG00000115163,cg04236915,
ENSG00000115194,cg01360333,
ENSG00000115255,cg15746719,
ENSG00000115257,cg23950788,
ENSG00000115353,cg20434926,
ENSG00000115386,cg02074274,
ENSG00000115507,cg09503045,
ENSG00000115590,cg26824516,
ENSG00000115592,cg09745440,
ENSG00000115593,cg25961292,
ENSG00000115596,cg13985135,
ENSG00000115598,cg22700686,
ENSG00000115648,cg06643882,
ENSG00000115665,cg01091951,
ENSG00000115705,cg08454455,
ENSG00000115844,cg20303331,
ENSG00000115850,cg06023570,
ENSG00000116014,cg06945936,
ENSG00000116176,cg02005231,
ENSG00000116996,cg09608387,
ENSG00000117013,cg14543226,
ENSG00000117115,cg04579966,
ENSG00000117148,cg15593298,
ENSG00000117322,cg18669186,
ENSG00000117399,cg12086936,
ENSG00000117472,cg18804667,
ENSG00000117507,cg22705746,
ENSG00000117971,cg00009196,
ENSG00000118193,cg05995220,
ENSG00000118194,cg04690927,
ENSG00000118322,cg23739746,
ENSG00000118513,cg05347878,
ENSG00000118702,cg25407979,
ENSG00000118729,cg03894174,
ENSG00000118849,cg08482694,
ENSG00000118997,cg17935217,
ENSG00000119121,cg12387713,
ENSG00000119125,cg00210994,
ENSG00000119547,cg11532800,
ENSG00000119614,cg26668713,
ENSG00000119866,cg15963552,
ENSG00000119919,cg19595750,
ENSG00000119938,cg24680586,
ENSG00000119946,cg15237819,
ENSG00000120057,cg04309093,
ENSG00000120088,cg21144922,
ENSG00000120149,cg14777772,
ENSG00000120251,cg25181170,
ENSG00000120289,cg01901579,
ENSG00000120332,cg10180415,
ENSG00000120440,cg04235837,
ENSG00000120903,cg13508949,
ENSG00000121211,cg05904716,
ENSG00000121270,cg20707222,
ENSG00000121335,cg12256538,
ENSG00000121380,cg21950525,
ENSG00000121742,cg25577023,
ENSG00000121871,cg21913630,
ENSG00000122025,cg20663376,
ENSG00000122548,cg18754118,
ENSG00000122584,cg02246928,
ENSG00000122585,cg02662277,
ENSG00000122711,cg24084504,
ENSG00000122735,cg24948962,
ENSG00000122787,cg21981270,
ENSG00000123572,cg02476461,
ENSG00000123576,cg14412187,
ENSG00000123838,cg17380661,
ENSG00000124102,cg25316339,
ENSG00000124107,cg27164797,
ENSG00000124134,cg14081251,
ENSG00000124159,cg08788717,
ENSG00000124205,cg13628444,
ENSG00000124232,cg08230177,
ENSG00000124237,cg16354091,
ENSG00000124249,cg00586094,
ENSG00000124253,cg23488414,
ENSG00000124260,cg26843074,
ENSG00000124302,cg08169394,
ENSG00000124440,cg07765621,
ENSG00000124479,cg27234067,
ENSG00000124490,cg03273700,
ENSG00000124493,cg11619707,
ENSG00000124664,cg20739435,
ENSG00000124678,cg12518410,
ENSG00000124713,cg03359337,
ENSG00000124875,cg06126713,
ENSG00000124935,cg19731268,
ENSG00000124939,cg00371239,
ENSG00000125409,cg12731799,
ENSG00000125508,cg23048068,
ENSG00000125788,cg10069493,
ENSG00000125798,cg15221831,
ENSG00000125820,cg01506917,
ENSG00000125831,cg24843380,
ENSG00000125851,cg03607644,
ENSG00000125872,cg24168884,
ENSG00000125879,cg19950474,
ENSG00000125931,cg13744172,
ENSG00000125965,cg06728055,
ENSG00000126010,cg13420985,
ENSG00000126233,cg09020665,
ENSG00000126259,cg11671913,
ENSG00000126550,cg24592962,
ENSG00000126562,cg13320291,
ENSG00000126752,cg02309655,
ENSG00000126895,cg03462699,
ENSG00000127249,cg03070194,
ENSG00000127588,cg22789900,
ENSG00000127743,cg03259292,
ENSG00000128298,cg14251622,
ENSG00000128422,cg27649971,
ENSG00000128510,cg01066220,
ENSG00000128564,cg23111196,
ENSG00000128606,cg23882658,
ENSG00000128610,cg09726240,
ENSG00000128714,cg06997226,
ENSG00000129151,cg12636882,
ENSG00000129173,cg01163842,
ENSG00000129437,cg21264189,
ENSG00000129451,cg21865150,
ENSG00000129455,cg06467951,
ENSG00000129514,cg16896847,
ENSG00000129654,cg14181111,
ENSG00000129824,cg18671950,
ENSG00000129988,cg26487259,
ENSG00000130005,cg23782909,
ENSG00000130045,cg03441279,
ENSG00000130234,cg26512254,
ENSG00000130287,cg04245250,
ENSG00000130294,cg12177314,
ENSG00000130383,cg06376598,
ENSG00000130413,cg20455854,
ENSG00000130427,cg12405785,
ENSG00000130433,cg23997405,
ENSG00000130513,cg18142262,
ENSG00000130528,cg07297397,
ENSG00000130595,cg12966875,
ENSG00000130598,cg01442257,
ENSG00000130675,cg01602153,
ENSG00000130751,cg08350549,
ENSG00000130829,cg07101841,
ENSG00000130876,cg25310824,
ENSG00000130988,cg19246110,
ENSG00000131015,cg21699330,
ENSG00000131019,cg07399369,
ENSG00000131044,cg21961202,
ENSG00000131095,cg02886408,
ENSG00000131096,cg11146550,
ENSG00000131142,cg00912772,
ENSG00000131203,cg12291829,
ENSG00000131668,cg12113251,
ENSG00000131686,cg19630689,
ENSG00000131737,cg00945038,
ENSG00000131738,cg13432294,
ENSG00000131771,cg15125338,
ENSG00000131781,cg05995360,
ENSG00000131831,cg25782847,
ENSG00000131914,cg06826457,
ENSG00000131969,cg03961010,
ENSG00000132164,cg16987305,
ENSG00000132429,cg09353705,
ENSG00000132437,cg08768852,
ENSG00000132446,cg04203238,
ENSG00000132554,cg10158280,
ENSG00000132681,cg01682111,
ENSG00000132744,cg26185859,
ENSG00000132874,cg27024272,
ENSG00000132975,cg00675569,
ENSG00000133019,cg12435551,
ENSG00000133048,cg22446206,
ENSG00000133067,cg00101602,
ENSG00000133069,cg04036101,
ENSG00000133101,cg07779120,
ENSG00000133169,cg23179456,
ENSG00000133454,cg18532727,
ENSG00000133488,cg08580254,
ENSG00000133710,cg20587808,
ENSG00000133863,cg18322510,
ENSG00000134020,cg06946797,
ENSG00000134216,cg12578486,
ENSG00000134240,cg17101450,
ENSG00000134339,cg20540209,
ENSG00000134352,cg24083324,
ENSG00000134438,cg19996971,
ENSG00000134443,cg10023454,
ENSG00000134533,cg10797552,
ENSG00000134538,cg11203512,
ENSG00000134757,cg02110858,
ENSG00000134760,cg24135939,
ENSG00000134762,cg16096311,
ENSG00000134827,cg20900312,
ENSG00000134873,cg03209812,
ENSG00000134940,cg24036791,
ENSG00000135069,cg05499499,
ENSG00000135116,cg26348348,
ENSG00000135226,cg21213593,
ENSG00000135324,cg02231729,
ENSG00000135346,cg15750501,
ENSG00000135374,cg08847173,
ENSG00000135413,cg27413385,
ENSG00000135423,cg06837311,
ENSG00000135443,cg26728709,
ENSG00000135472,cg10534923,
ENSG00000135638,cg06908618,
ENSG00000135773,cg14065857,
ENSG00000135898,cg01723706,
ENSG00000135925,cg09107344,
ENSG00000135960,cg02984430,
ENSG00000136002,cg04194840,
ENSG00000136011,cg03598297,
ENSG00000136099,cg07570723,
ENSG00000136155,cg03785076,
ENSG00000136231,cg08972357,
ENSG00000136352,cg14916924,
ENSG00000136457,cg12824796,
ENSG00000136535,cg01685242,
ENSG00000136546,cg18467168,
ENSG00000136574,cg08430604,
ENSG00000136883,cg18932798,
ENSG00000136928,cg24379915,
ENSG00000136931,cg15733007,
ENSG00000136944,cg04379738,
ENSG00000137090,cg23681339,
ENSG00000137261,cg08738280,
ENSG00000137270,cg05089968,
ENSG00000137285,cg10501210,
ENSG00000137440,cg11752769,
ENSG00000137441,cg05259836,
ENSG00000137571,cg00156336,
ENSG00000137673,cg14380270,
ENSG00000137674,cg24444188,
ENSG00000137699,cg14842771,
ENSG00000137757,cg11845292,
ENSG00000137875,cg05919105,
ENSG00000137948,cg18975416,
ENSG00000137975,cg17721710,
ENSG00000138083,cg23253309,
ENSG00000138347,cg11385003,
ENSG00000138653,cg12542255,
ENSG00000138696,cg20745419,
ENSG00000138722,cg06745944,
ENSG00000139219,cg26831001,
ENSG00000139330,cg04667114,
ENSG00000139352,cg20197756,
ENSG00000139515,cg05180182,
ENSG00000139537,cg07847030,
ENSG00000139800,cg08284233,
ENSG00000139874,cg01988459,
ENSG00000139910,cg11524039,
ENSG00000139915,cg13971154,
ENSG00000140015,cg18323466,
ENSG00000140254,cg24143196,
ENSG00000140274,cg09473745,
ENSG00000140279,cg10396546,
ENSG00000140284,cg03239970,
ENSG00000140287,cg11390489,
ENSG00000140451,cg01808968,
ENSG00000140511,cg18009093,
ENSG00000140519,cg08202165,
ENSG00000140522,cg11481534,
ENSG00000140527,cg04273811,
ENSG00000140600,cg13211324,
ENSG00000140798,cg04421974,
ENSG00000140835,cg27132471,
ENSG00000141294,cg11943056,
ENSG00000141337,cg09638407,
ENSG00000141338,cg23598115,
ENSG00000141449,cg01224366,
ENSG00000141639,cg12523878,
ENSG00000141665,cg25334934,
ENSG00000141668,cg11784071,
ENSG00000141744,cg07469637,
ENSG00000141750,cg14930884,
ENSG00000141977,cg06169131,
ENSG00000142025,cg04573500,
ENSG00000142224,cg02503159,
ENSG00000142449,cg23968286,
ENSG00000142515,cg08719712,
ENSG00000142606,cg02337836,
ENSG00000142619,cg13934406,
ENSG00000142623,cg04416734,
ENSG00000142698,cg03337918,
ENSG00000142700,cg15605858,
ENSG00000142973,cg20276585,
ENSG00000143032,cg12531953,
ENSG00000143318,cg08166568,
ENSG00000143412,cg15094236,
ENSG00000143452,cg15436096,
ENSG00000143473,cg16905100,
ENSG00000143536,cg27582081,
ENSG00000143546,cg16025492,
ENSG00000143556,cg02752529,
ENSG00000143768,cg13345122,
ENSG00000143867,cg06746774,
ENSG00000144015,cg14424538,
ENSG00000144045,cg00666105,
ENSG00000144119,cg18257814,
ENSG00000144191,cg23881926,
ENSG00000144218,cg01971547,
ENSG00000144229,cg26597539,
ENSG00000144278,cg10983544,
ENSG00000144285,cg03667968,
ENSG00000144290,cg00741836,
ENSG00000144331,cg19808978,
ENSG00000144354,cg15200418,
ENSG00000144406,cg02606403,
ENSG00000144452,cg02238826,
ENSG00000144481,cg02018277,
ENSG00000144681,cg05446629,
ENSG00000144834,cg12277789,
ENSG00000144891,cg22864500,
ENSG00000144908,cg03949284,
ENSG00000145192,cg03607573,
ENSG00000145451,cg25702780,
ENSG00000145491,cg03094083,
ENSG00000145721,cg19622874,
ENSG00000145777,cg12582654,
ENSG00000145808,cg00935504,
ENSG00000145920,cg01165402,
ENSG00000146013,cg17567560,
ENSG00000146038,cg05377226,
ENSG00000146090,cg02385230,
ENSG00000146233,cg10583297,
ENSG00000146281,cg02927058,
ENSG00000146530,cg25188760,
ENSG00000146648,cg04381888,
ENSG00000146839,cg10351287,
ENSG00000146857,cg16688582,
ENSG00000146955,cg03709475,
ENSG00000147036,cg08336604,
ENSG00000147041,cg06720544,
ENSG00000147160,cg00095333,
ENSG00000147246,cg25830696,
ENSG00000147256,cg13768269,
ENSG00000147381,cg18809597,
ENSG00000147509,cg03110300,
ENSG00000147642,cg02302089,
ENSG00000147655,cg08659394,
ENSG00000147689,cg09568647,
ENSG00000147697,cg11108115,
ENSG00000147724,cg08853572,
ENSG00000147889,cg02464901,
ENSG00000148346,cg10625247,
ENSG00000148408,cg27507919,
ENSG00000148482,cg03234732,
ENSG00000148488,cg22512292,
ENSG00000148513,cg10156274,
ENSG00000148604,cg24102622,
ENSG00000148677,cg06550986,
ENSG00000148702,cg06437840,
ENSG00000148704,cg00995327,
ENSG00000148734,cg16967880,
ENSG00000148798,cg22689909,
ENSG00000148965,cg24195796,
ENSG00000149043,cg13573036,
ENSG00000149050,cg04066177,
ENSG00000149124,cg23783862,
ENSG00000149305,cg03065447,
ENSG00000149403,cg19781248,
ENSG00000149451,cg13021333,
ENSG00000149506,cg15657686,
ENSG00000149534,cg19640166,
ENSG00000149571,cg19493250,
ENSG00000149575,cg20469680,
ENSG00000149599,cg10262052,
ENSG00000149654,cg16911214,
ENSG00000149970,cg19702675,
ENSG00000150361,cg11285912,
ENSG00000150556,cg19897330,
ENSG00000150625,cg03401357,
ENSG00000150628,cg26810908,
ENSG00000150667,cg16274476,
ENSG00000150676,cg20889841,
ENSG00000150873,cg08435683,
ENSG00000151025,cg19442495,
ENSG00000151365,cg04838747,
ENSG00000151655,cg01893212,
ENSG00000151715,cg24615528,
ENSG00000151790,cg15045802,
ENSG00000151834,cg17347682,
ENSG00000151892,cg22367549,
ENSG00000151962,cg06768188,
ENSG00000152049,cg01041405,
ENSG00000152076,cg01258587,
ENSG00000152086,cg02527669,
ENSG00000152092,cg09844474,
ENSG00000152192,cg10225865,
ENSG00000152254,cg23632985,
ENSG00000152463,cg00124375,
ENSG00000152467,cg17467873,
ENSG00000152578,cg11509907,
ENSG00000152611,cg05306745,
ENSG00000152779,cg19897940,
ENSG00000152931,cg26377000,
ENSG00000152953,cg01609420,
ENSG00000152977,cg23895495,
ENSG00000153002,cg23684249,
ENSG00000153086,cg01555614,
ENSG00000153132,cg09068528,
ENSG00000153157,cg16392797,
ENSG00000153347,cg13823492,
ENSG00000153446,cg16745596,
ENSG00000153820,cg24800655,
ENSG00000153822,cg20813081,
ENSG00000153930,cg09632273,
ENSG00000154027,cg20852788,
ENSG00000154080,cg07211212,
ENSG00000154198,cg19388016,
ENSG00000154252,cg20401393,
ENSG00000154263,cg17824240,
ENSG00000154269,cg26823144,
ENSG00000154493,cg09728393,
ENSG00000154645,cg04522310,
ENSG00000154646,cg16150752,
ENSG00000154654,cg27109006,
ENSG00000154655,cg25951430,
ENSG00000154678,cg25520679,
ENSG00000154839,cg25416067,
ENSG00000154928,cg10812708,
ENSG00000155495,cg02774439,
ENSG00000155511,cg13763287,
