GE,ME,MI
ENSG00000005981,cg02759489,hsa-miR-573
ENSG00000006007,cg25932315,hsa-miR-618
ENSG00000006016,cg04350307,hsa-miR-616-5p
ENSG00000006025,cg23363754,hsa-miR-615-3p
ENSG00000006042,cg14726637,hsa-miR-612
ENSG00000006047,cg12248672,hsa-miR-4638-3p
ENSG00000006059,cg02957057,hsa-miR-4635
ENSG00000006062,cg04403423,hsa-miR-4640-5p
ENSG00000006071,cg07550921,hsa-miR-4639-3p
ENSG00000006116,cg11797365,hsa-miR-449c-3p
ENSG00000006118,cg00046625,hsa-miR-7108-3p
ENSG00000006125,cg23093090,hsa-miR-7109-5p
ENSG00000006128,cg13529733,hsa-miR-7110-5p
ENSG00000006210,cg24028634,hsa-miR-7107-5p
ENSG00000006282,cg06598091,hsa-miR-7110-3p
ENSG00000006283,cg21857668,hsa-miR-7111-5p
ENSG00000006327,cg13689681,hsa-miR-518e-3p
ENSG00000006377,cg10720080,hsa-miR-940
ENSG00000006453,cg03958512,hsa-miR-939-5p
ENSG00000006468,cg19306063,hsa-miR-518d-3p
ENSG00000006555,cg08575330,hsa-miR-517c-3p
ENSG00000006606,cg04797725,hsa-miR-520h
ENSG00000006607,cg13656173,hsa-miR-548v
ENSG00000006611,cg21217024,hsa-miR-6759-5p
ENSG00000006625,cg26003967,hsa-miR-6829-3p
ENSG00000006634,cg23782734,hsa-miR-4745-3p
ENSG00000006652,cg12319602,hsa-miR-4745-5p
ENSG00000006659,cg21998208,hsa-miR-4742-3p
ENSG00000006747,cg02389084,hsa-miR-4742-5p
ENSG00000006756,cg01246835,hsa-miR-4741
ENSG00000006757,cg16979070,hsa-miR-4743-5p
ENSG00000006788,cg16706690,hsa-miR-302d-3p
ENSG00000006831,cg10195763,hsa-miR-365a-3p
ENSG00000006837,cg19013178,hsa-miR-302b-3p
ENSG00000007001,cg00643111,hsa-miR-636
ENSG00000007038,cg14026788,hsa-miR-6840-5p
ENSG00000007062,cg26842720,hsa-miR-6840-3p
ENSG00000007080,cg13026629,hsa-miR-6842-3p
ENSG00000007129,cg15128226,hsa-miR-1269b
ENSG00000007171,cg13002945,hsa-miR-4521
ENSG00000007174,cg01275566,hsa-miR-4515
ENSG00000007216,cg08240383,hsa-miR-4517
ENSG00000007237,cg02241924,hsa-miR-887-5p
ENSG00000007255,cg20253561,hsa-miR-1224-5p
ENSG00000007264,cg04547002,hsa-miR-1224-3p
ENSG00000007306,cg00320216,hsa-miR-519a-5p
ENSG00000007312,cg09067029,hsa-miR-518a-5p
ENSG00000007314,cg22660578,hsa-miR-146a-5p
ENSG00000007350,cg20005074,hsa-miR-191-5p
ENSG00000007372,cg06298701,hsa-miR-9-5p
ENSG00000007402,cg05243438,hsa-miR-9-3p
ENSG00000007516,cg19359398,hsa-miR-7702
ENSG00000007541,cg04362112,hsa-miR-7704
ENSG00000007908,cg04131792,hsa-miR-597-3p
ENSG00000007933,cg11190071,hsa-miR-552-5p
ENSG00000007944,cg26155867,hsa-miR-580-5p
ENSG00000007952,cg00638845,hsa-miR-579-5p
ENSG00000007968,cg09820180,hsa-miR-520g-5p
ENSG00000008056,cg22976884,hsa-miR-510-3p
ENSG00000008118,cg17029062,hsa-miR-504-3p
ENSG00000008128,cg03836586,hsa-miR-411-3p
ENSG00000008196,cg25870420,hsa-miR-548d-5p
ENSG00000008197,cg04280772,hsa-miR-33b-3p
ENSG00000008226,cg00393837,hsa-miR-629-5p
ENSG00000008277,cg11107669,hsa-miR-654-3p
ENSG00000008283,cg22055427,hsa-miR-671-3p
ENSG00000008300,cg03698393,hsa-miR-24-2-5p
ENSG00000008311,cg01524174,hsa-miR-23a-5p
ENSG00000008323,cg09315586,hsa-miR-128-1-5p
ENSG00000008394,cg18196709,hsa-miR-21-3p
ENSG00000008438,cg01263386,hsa-miR-95-5p
ENSG00000008441,cg24296452,hsa-let-7c-3p
ENSG00000008513,cg16404371,hsa-miR-26a-1-3p
ENSG00000008516,cg01587630,hsa-miR-25-5p
ENSG00000008517,cg06577725,hsa-miR-3074-5p
ENSG00000008735,cg23245007,hsa-miR-3156-3p
ENSG00000008853,cg27281882,hsa-miR-200c-5p
ENSG00000009709,cg06014958,hsa-miR-3127-3p
ENSG00000009724,cg19730314,hsa-miR-3140-5p
ENSG00000009765,cg21872764,hsa-miR-155-3p
ENSG00000009790,cg11328405,hsa-miR-3150a-5p
ENSG00000009950,cg16761581,hsa-miR-3138
ENSG00000010030,cg06108459,hsa-miR-3139
ENSG00000010282,cg16364121,hsa-miR-3137
ENSG00000010292,cg02571436,hsa-miR-466
ENSG00000010295,cg21462633,hsa-miR-3136-5p
ENSG00000010310,cg06246950,hsa-miR-3140-3p
ENSG00000010318,cg08724310,hsa-miR-548t-5p
ENSG00000010319,cg09086201,hsa-miR-5582-3p
ENSG00000010322,cg10715223,hsa-miR-5586-5p
ENSG00000010327,cg02449821,hsa-miR-6812-3p
ENSG00000010361,cg02344833,hsa-miR-1229-3p
ENSG00000010438,cg22185558,hsa-miR-4664-3p
ENSG00000010626,cg06022561,hsa-miR-4665-5p
ENSG00000010704,cg15928068,hsa-miR-4664-5p
ENSG00000010810,cg06312813,hsa-miR-4662a-5p
ENSG00000010818,cg13560123,hsa-miR-6810-3p
ENSG00000010932,cg01132484,hsa-miR-6811-5p
ENSG00000011021,cg22152728,hsa-miR-3622a-3p
ENSG00000011028,cg25632577,hsa-miR-3620-3p
ENSG00000011083,cg18862767,hsa-miR-23c
ENSG00000011105,cg21653132,hsa-miR-3622a-5p
ENSG00000011132,cg23431175,hsa-miR-208b-3p
ENSG00000011143,cg08862890,hsa-miR-449a
ENSG00000011332,cg22108567,hsa-miR-4726-3p
ENSG00000011347,cg19413725,hsa-miR-4727-5p
ENSG00000011422,cg14823789,hsa-miR-4725-3p
ENSG00000011426,cg07070305,hsa-miR-4726-5p
ENSG00000011465,cg21646598,hsa-miR-4725-5p
ENSG00000011590,cg13872831,hsa-miR-4724-5p
ENSG00000011677,cg26206598,hsa-miR-4728-5p
ENSG00000012048,cg10213873,hsa-miR-3121-5p
ENSG00000012124,cg07459019,hsa-miR-362-5p
ENSG00000012171,cg04920032,hsa-miR-5087
ENSG00000012223,cg10158541,hsa-miR-6847-3p
ENSG00000012232,cg17586094,hsa-miR-6847-5p
ENSG00000012504,cg12527384,hsa-miR-6845-3p
ENSG00000012660,cg06580725,hsa-miR-6845-5p
ENSG00000012779,cg02056653,hsa-miR-6846-3p
ENSG00000012817,cg07046426,hsa-miR-6846-5p
ENSG00000012822,cg08074851,hsa-miR-6849-3p
ENSG00000012963,cg10347635,hsa-miR-5088-3p
ENSG00000013288,cg11163555,hsa-miR-193a-3p
ENSG00000013293,cg26165081,hsa-miR-190a-5p
ENSG00000013297,cg15733882,hsa-miR-188-5p
ENSG00000013364,cg25343204,hsa-miR-186-5p
ENSG00000013441,cg11274314,hsa-miR-185-5p
ENSG00000013573,cg21868134,hsa-miR-184
ENSG00000013583,cg16886175,hsa-miR-154-3p
ENSG00000013588,cg14531560,hsa-miR-150-5p
ENSG00000013619,cg23985209,hsa-miR-149-5p
ENSG00000013725,cg24111955,hsa-miR-3619-3p
ENSG00000013810,cg06785999,hsa-miR-3194-3p
ENSG00000014138,cg15082394,hsa-miR-3158-5p
ENSG00000014914,cg12279877,hsa-miR-3157-3p
ENSG00000015133,cg01065161,hsa-miR-3177-5p
ENSG00000015285,cg07029024,hsa-miR-3173-5p
ENSG00000015413,cg11118198,hsa-miR-3142
ENSG00000015475,cg12911763,hsa-miR-548u
ENSG00000015520,cg13345942,hsa-miR-3143
ENSG00000015532,cg21384402,hsa-miR-3144-3p
ENSG00000015568,cg08477158,hsa-miR-3144-5p
ENSG00000015592,cg03337035,hsa-miR-3145-3p
ENSG00000016082,cg05086074,hsa-miR-3146
ENSG00000016391,cg07545278,hsa-miR-615-5p
ENSG00000016402,cg22459664,hsa-miR-616-3p
ENSG00000016490,cg11398452,hsa-miR-5588-5p
ENSG00000016602,cg03490200,hsa-miR-1295b-3p
ENSG00000017427,cg16989132,hsa-miR-5588-3p
ENSG00000017483,cg19866195,hsa-miR-1295b-5p
ENSG00000018236,cg16481280,hsa-miR-548au-3p
ENSG00000018280,cg25338262,hsa-miR-1307-5p
ENSG00000018408,cg09870568,hsa-miR-1306-5p
ENSG00000018625,cg21426239,hsa-miR-1247-3p
ENSG00000018869,cg05740418,hsa-miR-1304-3p
ENSG00000019102,cg11554391,hsa-let-7d-3p
ENSG00000019144,cg20710842,hsa-miR-561-5p
ENSG00000019169,cg26360026,hsa-miR-539-3p
ENSG00000019186,cg08697797,hsa-miR-455-5p
ENSG00000019485,cg23611697,hsa-miR-5706
ENSG00000019505,cg26841013,hsa-miR-5708
ENSG00000019991,cg01614237,hsa-miR-548ab
ENSG00000020577,cg18052878,hsa-miR-1290
ENSG00000020633,cg02124184,hsa-miR-2355-5p
ENSG00000021300,cg08420572,hsa-miR-378d
ENSG00000021461,cg24797665,hsa-miR-1268b
ENSG00000021488,cg27429749,hsa-miR-6720-5p
ENSG00000021645,cg21951648,hsa-miR-4661-5p
ENSG00000021762,cg08323075,hsa-miR-4660
ENSG00000021826,cg21643314,hsa-miR-4659a-3p
ENSG00000021852,cg11718806,hsa-miR-4659a-5p
ENSG00000022267,cg18049182,hsa-miR-4658
ENSG00000022355,cg24779587,hsa-miR-3658
ENSG00000022556,cg19414980,hsa-miR-3651
ENSG00000022567,cg20594345,hsa-miR-3654
ENSG00000022976,cg02728209,hsa-miR-3657
ENSG00000023171,cg05157360,hsa-miR-5089-5p
ENSG00000023445,cg22016770,hsa-miR-5091
ENSG00000023572,cg14003035,hsa-miR-5090
ENSG00000023839,cg24115264,hsa-miR-5092
ENSG00000023902,cg25006194,hsa-miR-5094
ENSG00000023909,cg22964918,hsa-miR-376b-3p
ENSG00000024422,cg05732979,hsa-miR-483-3p
ENSG00000024526,cg14034757,hsa-miR-410-3p
ENSG00000025039,cg06609427,hsa-miR-485-3p
ENSG00000025293,cg04087571,hsa-miR-484
ENSG00000025423,cg07438401,hsa-miR-485-5p
ENSG00000025708,cg16297271,hsa-miR-4802-3p
ENSG00000025772,cg10236452,hsa-miR-3680-3p
ENSG00000026025,cg18011364,hsa-miR-3677-3p
ENSG00000026103,cg09126279,hsa-miR-3678-5p
ENSG00000026508,cg11224647,hsa-miR-3678-3p
ENSG00000026559,cg09705457,hsa-miR-3681-5p
ENSG00000026652,cg21633105,hsa-miR-1285-3p
ENSG00000026751,cg13927566,hsa-miR-1286
ENSG00000027001,cg12288941,hsa-miR-548e-3p
ENSG00000027869,cg19127283,hsa-miR-548j-5p
ENSG00000028137,cg07095230,hsa-miR-1287-5p
ENSG00000028203,cg00085486,hsa-miR-4728-3p
ENSG00000028277,cg24341129,hsa-miR-4730
ENSG00000028528,cg23833461,hsa-miR-3157-5p
ENSG00000028839,cg20889818,hsa-miR-3162-5p
ENSG00000029153,cg19596804,hsa-miR-381-3p
ENSG00000029364,cg04425632,hsa-miR-380-5p
ENSG00000029559,cg07218357,hsa-miR-378a-3p
ENSG00000029725,cg08584665,hsa-miR-379-5p
ENSG00000029993,cg12231969,hsa-miR-378a-5p
ENSG00000030066,cg15916160,hsa-miR-383-5p
ENSG00000030110,cg19595234,hsa-miR-449c-5p
ENSG00000030304,cg07269374,hsa-miR-223-3p
ENSG00000030419,cg12505146,hsa-miR-224-5p
ENSG00000031003,cg23728867,hsa-miR-519e-3p
ENSG00000031691,cg01635086,hsa-miR-498-5p
ENSG00000032219,cg07376381,hsa-miR-520e-3p
ENSG00000032742,cg08592104,hsa-miR-515-5p
ENSG00000033122,cg11259833,hsa-miR-515-3p
ENSG00000033170,cg05373723,hsa-miR-181d-5p
ENSG00000033867,cg01152624,hsa-miR-512-5p
ENSG00000034053,cg23754918,hsa-miR-512-3p
ENSG00000034152,cg02466321,hsa-miR-6895-5p
ENSG00000034239,cg15435730,hsa-miR-6895-3p
ENSG00000034510,cg26421310,hsa-miR-6777-5p
ENSG00000034971,cg01443285,hsa-miR-6777-3p
ENSG00000035141,cg02892295,hsa-miR-6778-3p
ENSG00000035499,cg26212877,hsa-miR-5699-5p
ENSG00000035664,cg00422488,hsa-miR-6776-5p
ENSG00000035681,cg23923856,hsa-miR-6779-5p
ENSG00000035720,cg01698108,hsa-miR-6779-3p
ENSG00000036448,cg13378284,hsa-miR-339-3p
ENSG00000036473,cg05848579,hsa-miR-331-5p
ENSG00000036530,cg19007141,hsa-miR-206
ENSG00000036565,cg25837803,hsa-miR-195-5p
ENSG00000036672,cg24410391,hsa-miR-6885-3p
ENSG00000036828,cg23938220,hsa-miR-6886-5p
ENSG00000037042,cg20008332,hsa-miR-6508-3p
ENSG00000037280,cg03192897,hsa-miR-3150b-5p
ENSG00000037474,cg08302913,hsa-miR-3691-3p
ENSG00000037749,cg25211566,hsa-miR-3682-5p
ENSG00000038295,cg03586474,hsa-miR-3664-3p
ENSG00000039068,cg09279404,hsa-miR-3677-5p
ENSG00000039139,cg09495643,hsa-miR-3940-5p
ENSG00000039319,cg03884018,hsa-miR-770-5p
ENSG00000039537,cg05893614,hsa-miR-765
ENSG00000039600,cg14691921,hsa-miR-3167
ENSG00000039987,cg23252902,hsa-miR-3126-3p
ENSG00000040341,cg08261878,hsa-miR-376a-5p
ENSG00000040608,cg10770076,hsa-miR-363-5p
ENSG00000040731,cg13215970,hsa-miR-3934-3p
ENSG00000041353,cg26717009,hsa-miR-545-3p
ENSG00000041515,cg24065451,hsa-miR-539-5p
ENSG00000041880,cg02646491,hsa-miR-4420
ENSG00000041982,cg01597066,hsa-miR-4254
ENSG00000042304,cg24903668,hsa-miR-4326
ENSG00000042317,cg22227424,hsa-miR-7114-5p
ENSG00000042445,cg05347898,hsa-miR-7113-3p
ENSG00000042781,cg22144875,hsa-miR-7114-3p
ENSG00000043039,cg07548607,hsa-miR-7111-3p
ENSG00000043093,cg26785954,hsa-miR-7112-3p
ENSG00000043355,cg15673034,hsa-miR-4653-3p
ENSG00000043514,cg14320054,hsa-miR-4649-3p
ENSG00000043591,cg20591472,hsa-miR-4648
ENSG00000044012,cg02789362,hsa-miR-4652-5p
ENSG00000044459,cg04171539,hsa-miR-4652-3p
ENSG00000044524,cg15608939,hsa-miR-4651
ENSG00000046604,cg26559315,hsa-miR-874-5p
ENSG00000046647,cg11871050,hsa-miR-3648
ENSG00000046653,cg09984316,hsa-miR-3646
ENSG00000046774,cg02553486,hsa-miR-451a
ENSG00000046889,cg18321976,hsa-miR-3679-5p
ENSG00000047188,cg12094965,hsa-miR-3679-3p
ENSG00000047457,cg24617723,hsa-miR-1976
ENSG00000047597,cg26549084,hsa-miR-3196
ENSG00000047617,cg00163510,hsa-miR-1537-3p
ENSG00000047648,cg03467405,hsa-miR-3684
ENSG00000047662,cg08621926,hsa-miR-374c-5p
ENSG00000047936,cg21521230,hsa-miR-3682-3p
ENSG00000048052,cg26751972,hsa-miR-3690
ENSG00000048162,cg17928147,hsa-miR-4752
ENSG00000048342,cg24236409,hsa-miR-4747-5p
ENSG00000048392,cg18103730,hsa-miR-4746-5p
ENSG00000048462,cg20587874,hsa-miR-4749-3p
ENSG00000048545,cg13947995,hsa-miR-4748
ENSG00000048740,cg06637001,hsa-miR-4749-5p
ENSG00000048991,cg19749660,hsa-miR-376c-3p
ENSG00000049089,cg12931707,hsa-miR-371a-3p
ENSG00000049130,cg14556896,hsa-miR-370-3p
ENSG00000049192,cg08006956,hsa-miR-374a-5p
ENSG00000049246,cg23725149,hsa-miR-373-3p
ENSG00000049247,cg12342334,hsa-miR-376a-3p
ENSG00000049249,cg19887700,hsa-miR-375-3p
ENSG00000049283,cg21656251,hsa-miR-4537
ENSG00000049323,rs6991394,hsa-miR-525-3p
ENSG00000049449,cg26435572,hsa-miR-525-5p
ENSG00000049540,cg05855983,hsa-miR-519b-3p
ENSG00000049541,cg26123920,hsa-miR-526b-3p
ENSG00000049759,cg13696148,hsa-miR-526b-5p
ENSG00000049768,cg02863856,hsa-miR-520a-3p
ENSG00000049769,cg11316868,hsa-miR-520a-5p
ENSG00000049883,cg10963793,hsa-miR-519c-3p
ENSG00000050130,cg01154445,hsa-miR-520f-3p
ENSG00000050165,cg20439473,hsa-miR-6890-5p
ENSG00000050344,cg17410236,hsa-miR-6891-3p
ENSG00000050405,cg26979537,hsa-miR-6891-5p
ENSG00000050426,cg11993230,hsa-miR-6892-3p
ENSG00000050438,cg02959939,hsa-miR-6892-5p
ENSG00000050555,cg19584530,hsa-miR-6893-3p
ENSG00000050628,cg04865491,hsa-miR-6893-5p
ENSG00000050730,cg10852177,hsa-miR-6894-3p
ENSG00000050748,cg13069100,hsa-miR-6773-3p
ENSG00000050767,cg16735495,hsa-miR-6773-5p
ENSG00000051128,cg25545503,hsa-miR-6772-3p
ENSG00000051180,cg10215401,hsa-miR-6771-5p
ENSG00000051341,cg07959576,hsa-miR-6774-3p
ENSG00000051523,cg27012108,hsa-miR-6774-5p
ENSG00000051596,cg23696432,hsa-miR-6884-3p
ENSG00000051620,cg07911140,hsa-miR-6884-5p
ENSG00000051825,cg23332689,hsa-miR-6882-3p
ENSG00000052344,cg07796002,hsa-miR-7706
ENSG00000052795,cg14670435,hsa-miR-7705
ENSG00000052850,cg09406615,hsa-miR-6880-3p
ENSG00000053108,cg01664241,hsa-miR-2113
ENSG00000053371,cg16560774,hsa-miR-196b-3p
ENSG00000053372,cg13003011,hsa-miR-449b-3p
ENSG00000053438,cg18792528,hsa-miR-454-3p
ENSG00000053524,cg25560247,hsa-miR-454-5p
ENSG00000053702,cg02409878,hsa-miR-769-3p
ENSG00000053747,cg22934035,hsa-miR-769-5p
ENSG00000053918,cg22758700,hsa-miR-671-5p
ENSG00000054148,cg04588710,hsa-miR-767-3p
ENSG00000054179,cg03724368,hsa-miR-136-3p
ENSG00000054219,cg12296269,hsa-miR-138-1-3p
ENSG00000054277,cg09642925,hsa-miR-129-2-3p
ENSG00000054356,cg05133437,hsa-miR-125a-3p
ENSG00000054392,cg25298085,hsa-miR-125b-2-3p
ENSG00000054523,cg23345004,hsa-miR-3944-5p
ENSG00000054598,cg00947796,hsa-miR-3942-3p
ENSG00000054690,cg21487363,hsa-miR-4446-5p
ENSG00000054796,cg13207630,hsa-miR-4286
ENSG00000054803,cg12166476,hsa-miR-675-5p
ENSG00000054938,cg18375642,hsa-miR-524-3p
ENSG00000054967,cg11940177,hsa-miR-16-2-3p
ENSG00000054983,cg23239344,hsa-miR-100-3p
ENSG00000055044,cg11509669,hsa-miR-101-5p
ENSG00000055118,cg09513259,hsa-miR-96-3p
ENSG00000055147,cg08815340,hsa-miR-99a-3p
ENSG00000055163,cg07070466,hsa-miR-105-3p
ENSG00000055332,cg19704348,hsa-miR-106a-3p
ENSG00000055732,cg01622304,hsa-miR-29b-1-5p
ENSG00000055813,cg24946597,hsa-miR-29b-2-5p
ENSG00000055955,cg19815813,hsa-miR-425-5p
ENSG00000055957,cg05095252,hsa-miR-1257
ENSG00000056277,cg14922886,hsa-miR-3620-5p
ENSG00000056291,cg02613818,hsa-miR-3529-3p
ENSG00000056487,cg13355047,hsa-miR-6514-3p
ENSG00000056558,cg23982678,hsa-miR-653-3p
ENSG00000056736,cg25685262,hsa-miR-4425
ENSG00000056998,cg25323057,hsa-miR-4427
ENSG00000057019,cg17680611,hsa-miR-4431
ENSG00000057149,cg26087625,hsa-miR-4433a-3p
ENSG00000057252,cg23035715,hsa-miR-6764-3p
ENSG00000057468,cg04040095,hsa-miR-4645-3p
ENSG00000057593,cg11495854,hsa-miR-4640-3p
ENSG00000057704,cg12976081,hsa-miR-4642
ENSG00000058056,cg07647164,hsa-miR-4647
ENSG00000058063,cg23724641,hsa-miR-4646-3p
ENSG00000058085,cg10187927,hsa-miR-1915-3p
ENSG00000058335,cg19917565,hsa-miR-1914-3p
ENSG00000058404,cg00562180,hsa-miR-1915-5p
ENSG00000058453,cg00953256,hsa-miR-3692-3p
ENSG00000058799,cg20755820,hsa-miR-3691-5p
ENSG00000058866,cg06705237,hsa-miR-4755-5p
ENSG00000059122,cg04330597,hsa-miR-4754
ENSG00000059145,cg20606255,hsa-miR-499b-5p
ENSG00000059758,cg26946821,hsa-miR-4755-3p
ENSG00000059915,cg04797957,hsa-miR-4753-3p
ENSG00000060140,cg04557423,hsa-miR-4753-5p
ENSG00000060558,cg19129369,hsa-miR-371b-5p
ENSG00000060566,cg20652822,hsa-miR-499b-3p
ENSG00000060642,cg19756821,hsa-miR-1270
ENSG00000060656,cg00748373,hsa-miR-1266-5p
ENSG00000060709,cg04746199,hsa-miR-1269a
ENSG00000060718,cg07434402,hsa-miR-1275
ENSG00000060749,cg18602314,hsa-miR-5010-3p
ENSG00000060971,cg11144056,hsa-miR-5009-5p
ENSG00000060982,cg27523087,hsa-miR-5008-3p
ENSG00000061273,cg27042266,hsa-miR-203a-3p
ENSG00000061455,cg19287857,hsa-miR-204-5p
ENSG00000061492,cg21984374,hsa-miR-205-5p
ENSG00000061656,cg01974138,hsa-miR-210-3p
ENSG00000061938,cg10992686,hsa-miR-182-3p
ENSG00000061987,cg12389490,hsa-miR-187-3p
ENSG00000062038,cg19423196,hsa-miR-199b-5p
ENSG00000062096,cg12307314,hsa-miR-212-3p
ENSG00000062282,cg20156953,hsa-miR-511-5p
ENSG00000062524,cg23424273,hsa-miR-146b-5p
ENSG00000062725,cg06211837,hsa-miR-490-3p
ENSG00000062822,cg19741945,hsa-miR-488-5p
ENSG00000063015,cg21637392,hsa-miR-489-3p
ENSG00000063127,cg14244402,hsa-miR-6786-3p
ENSG00000063176,cg17794299,hsa-miR-6788-3p
ENSG00000063180,cg07491495,hsa-miR-6787-3p
ENSG00000063515,cg27432847,hsa-miR-6789-3p
ENSG00000063854,cg02557922,hsa-miR-6879-3p
ENSG00000064042,cg23245942,hsa-miR-6876-3p
ENSG00000064195,cg09310644,hsa-miR-6875-5p
ENSG00000064199,cg22592108,hsa-miR-6875-3p
ENSG00000064201,cg21862163,hsa-miR-6878-5p
ENSG00000064218,cg12259256,hsa-miR-6877-5p
ENSG00000064225,cg16117910,hsa-miR-6877-3p
ENSG00000064270,cg01896424,hsa-let-7c-5p
ENSG00000064300,cg03759556,hsa-let-7d-5p
ENSG00000064309,cg07928642,hsa-miR-16-5p
ENSG00000064313,cg14662886,hsa-miR-185-3p
ENSG00000064547,cg08167706,hsa-miR-150-3p
ENSG00000064651,cg17300544,hsa-miR-188-3p
ENSG00000064652,cg22044566,hsa-miR-186-3p
ENSG00000064655,cg00665971,hsa-miR-195-3p
ENSG00000064666,cg01601050,hsa-miR-30a-3p
ENSG00000064687,cg01281040,hsa-miR-31-5p
ENSG00000064692,cg15724184,hsa-miR-27a-3p
ENSG00000064763,cg19752891,hsa-miR-28-5p
ENSG00000064787,cg07703401,hsa-miR-30a-5p
ENSG00000064835,cg07956515,hsa-miR-24-3p
ENSG00000064886,cg24234899,hsa-miR-25-3p
ENSG00000064989,cg14604777,hsa-miR-5581-5p
ENSG00000064995,cg08762424,hsa-miR-32-3p
ENSG00000065054,cg11079635,hsa-miR-31-3p
ENSG00000065183,cg15961466,hsa-miR-92a-1-5p
ENSG00000065320,cg05678462,hsa-miR-33a-3p
ENSG00000065325,cg25022355,hsa-miR-27a-5p
ENSG00000065328,cg16420756,hsa-miR-26b-3p
ENSG00000065361,cg12434681,hsa-miR-29a-5p
ENSG00000065371,cg13415795,hsa-miR-93-3p
ENSG00000065485,cg11827453,hsa-miR-3117-3p
ENSG00000065491,cg27430977,hsa-miR-3116
ENSG00000065534,cg01032119,hsa-miR-3115
ENSG00000065559,cg02332982,hsa-miR-6775-3p
ENSG00000065609,cg13081014,hsa-miR-487b-3p
ENSG00000065618,cg09424566,hsa-miR-128-2-5p
ENSG00000065621,cg16066797,hsa-miR-4437
ENSG00000065675,cg13472610,hsa-miR-4435
ENSG00000065717,cg22664614,hsa-miR-4434
ENSG00000065833,cg14429847,hsa-miR-1301-3p
ENSG00000065882,cg13914004,hsa-miR-6889-3p
ENSG00000065911,cg22508969,hsa-miR-2276-5p
ENSG00000065978,cg05445632,hsa-miR-4684-3p
ENSG00000065989,cg18617005,hsa-miR-4685-3p
ENSG00000066032,cg09597470,hsa-miR-4686
ENSG00000066056,cg09864715,hsa-miR-4687-5p
ENSG00000066185,cg19060371,hsa-miR-4687-3p
