GE,ME,MI
ENSG00000152192,cg02661728,
ENSG00000152463,cg17072494,
ENSG00000152977,cg22581896,
ENSG00000153002,cg15078211,
ENSG00000153820,cg09276108,
ENSG00000154198,cg27292264,
ENSG00000154645,cg20175702,
ENSG00000155622,cg14534279,
ENSG00000155918,cg04807036,
ENSG00000156076,cg13323489,
ENSG00000156219,cg11152384,
ENSG00000157851,cg17806482,
ENSG00000159527,cg17463633,
ENSG00000159556,cg24428389,
ENSG00000159763,cg24788034,
ENSG00000160180,cg03555299,
ENSG00000160182,cg13484549,
ENSG00000161031,cg16683160,
ENSG00000161798,cg25694349,
ENSG00000162891,cg02791973,
ENSG00000162989,cg07810039,
ENSG00000163064,cg01631319,
ENSG00000163207,cg22729681,
ENSG00000163216,cg10020892,
ENSG00000163218,cg26205890,
ENSG00000163283,cg22291627,
ENSG00000163491,cg16322346,
ENSG00000163661,cg22639293,
ENSG00000163735,cg22789237,
ENSG00000163739,cg16581455,
ENSG00000163879,cg22940848,
ENSG00000164007,cg25296938,
ENSG00000164076,cg27121959,
ENSG00000164106,cg14117138,
ENSG00000164265,cg14657277,
ENSG00000164434,cg04839975,
ENSG00000164438,cg25306932,
ENSG00000164485,cg21305471,
ENSG00000164756,cg21635917,
ENSG00000164794,cg10558233,
ENSG00000165186,cg02727079,
ENSG00000165556,cg25893560,
ENSG00000165863,cg02011074,
ENSG00000166006,cg06268921,
ENSG00000166426,cg06433467,
ENSG00000166509,cg22248052,
ENSG00000166535,cg14482902,
ENSG00000166634,cg03186486,
ENSG00000167165,cg11199770,
ENSG00000167419,cg00274965,
ENSG00000167531,cg05489252,
ENSG00000167614,cg03223734,
ENSG00000167656,cg11728747,
ENSG00000167754,cg16991168,
ENSG00000167755,cg04215800,
ENSG00000167800,cg16689761,
ENSG00000169035,cg14625175,
ENSG00000169083,cg27260772,
ENSG00000169271,cg20265043,
ENSG00000169347,cg09795127,
ENSG00000169469,cg01070161,
ENSG00000169548,cg18565473,
ENSG00000170099,cg22626683,
ENSG00000170367,cg00177787,
ENSG00000170369,cg06037943,
ENSG00000170419,cg15629311,
ENSG00000170423,cg00805619,
ENSG00000170465,cg05322837,
ENSG00000170477,cg20616821,
ENSG00000170523,cg22328837,
ENSG00000170743,cg27518240,
ENSG00000170893,cg05595301,
ENSG00000171209,cg01303372,
ENSG00000171234,cg01047631,
ENSG00000171243,cg10888337,
ENSG00000171403,cg13427728,
ENSG00000171431,cg22445447,
ENSG00000171487,cg26983469,
ENSG00000171557,cg08090640,
ENSG00000172425,cg24315421,
ENSG00000173237,cg16706260,
ENSG00000173335,cg06508879,
ENSG00000173467,cg24659037,
ENSG00000174498,cg04505435,
ENSG00000174502,cg24172269,
ENSG00000174607,cg25979244,
ENSG00000174827,cg10282162,
ENSG00000174963,cg03440799,
ENSG00000175329,cg15684724,
ENSG00000175356,cg00840403,
ENSG00000175868,cg12055395,
ENSG00000176165,cg10988041,
ENSG00000176381,cg18261069,
ENSG00000176887,cg01912921,
ENSG00000178568,cg01887995,
ENSG00000178597,cg09315887,
ENSG00000179023,cg13671582,
ENSG00000179046,cg15627089,
ENSG00000179059,cg19314470,
ENSG00000179455,cg16755500,
ENSG00000179869,cg27650175,
ENSG00000180777,cg24270542,
ENSG00000181143,cg21614682,
ENSG00000181418,cg27596415,
ENSG00000181577,cg24222580,
ENSG00000181867,cg00421363,
ENSG00000182898,cg26261793,
ENSG00000183072,cg24296761,
ENSG00000183571,cg00642749,
ENSG00000184330,cg05739476,
ENSG00000184697,cg09622285,
ENSG00000185149,cg03579904,
ENSG00000185479,cg25503804,
ENSG00000185634,cg25167447,
ENSG00000185640,cg20688917,
ENSG00000185686,cg04976324,
ENSG00000185915,cg05490712,
ENSG00000186007,cg20667964,
ENSG00000186160,cg27504802,
ENSG00000186297,cg00339556,
ENSG00000186526,cg15037004,
ENSG00000186684,cg23524195,
ENSG00000186832,cg18154283,
ENSG00000186897,cg12787836,
ENSG00000186910,cg14427437,
ENSG00000187045,cg08250921,
ENSG00000187527,cg15165154,
ENSG00000187689,cg27405706,
ENSG00000187715,cg12427162,
ENSG00000187772,cg23829024,
ENSG00000187957,cg14078335,
ENSG00000188175,cg18601195,
ENSG00000188373,cg12074025,
ENSG00000188508,cg10754794,
ENSG00000188763,cg00199007,
ENSG00000188910,cg03889013,
ENSG00000189001,cg01288184,
ENSG00000189182,cg13182816,
ENSG00000196090,cg04017512,
ENSG00000196620,cg15690342,
ENSG00000197172,cg04125350,
ENSG00000197641,cg10363661,
ENSG00000198650,cg14802097,
ENSG00000198729,cg09579310,
ENSG00000198930,cg10773698,
ENSG00000203697,cg08651590,
ENSG00000203785,cg18979589,
ENSG00000203837,cg02737619,
ENSG00000204385,cg07951083,
ENSG00000204538,cg02721065,
ENSG00000204542,cg15928106,
ENSG00000204610,cg07484673,
ENSG00000204613,cg03190578,
ENSG00000204655,cg09645818,
ENSG00000205420,cg06837799,
ENSG00000205426,cg10970143,
ENSG00000206073,cg20415486,
ENSG00000213022,cg00157796,
ENSG00000213759,cg19313373,
ENSG00000214107,cg12883279,
ENSG00000215113,cg09368188,
ENSG00000215148,cg13656752,
ENSG00000221867,cg01791874,
ENSG00000225362,cg14703002,
ENSG00000227471,cg10173620,
ENSG00000229453,cg19081101,
ENSG00000229544,cg11549953,
ENSG00000233041,cg19645221,
ENSG00000237136,cg25244356,
ENSG00000237763,cg01364826,
ENSG00000240280,cg18886245,
ENSG00000241794,cg27334900,
ENSG00000243064,cg06311422,
ENSG00000243468,cg24657817,
ENSG00000243955,cg10883503,
ENSG00000251655,cg25352714,
ENSG00000255974,cg21263566,
ENSG00000261857,cg24365896,
ENSG00000268104,cg04262428,
ENSG00000268606,cg18317154,
ENSG00000268902,cg10304922,
ENSG00000274209,cg15389490,
,cg08205639,
,cg24430419,
,cg03450635,
,cg04536856,
,cg21616051,
,cg01645295,
,cg05975410,
,cg09043941,
,cg21171625,
,cg03459809,
,cg22991101,
,cg07541200,
,cg20250250,
,cg20693607,
,cg25459558,
,cg13251533,
,cg17939040,
,cg09862509,
,cg15414930,
,cg17292100,
,cg00450824,
,cg14219854,
,cg25950520,
,cg14564793,
,cg12633764,
,cg07979401,
,cg02915215,
,cg14416311,
,cg00539347,
,cg01940425,
,cg08048222,
,cg20873416,
,cg07091412,
,cg06192497,
,cg02245794,
,cg13475665,
,cg04399751,
,cg02212575,
,cg19755714,
,cg03228065,
,cg19516279,
,cg15320998,
,cg17042098,
,cg20701926,
,cg07724309,
,cg14866200,
,cg04920385,
,cg08988420,
,cg11863717,
,cg24651977,
,cg06428196,
,cg17041511,
,cg10592478,
,cg20349803,
,cg27123859,
,cg09392940,
,cg10330955,
,cg18108623,
,cg04599026,
,cg18800085,
,cg14321742,
,cg10864145,
,cg19578835,
,cg05327192,
,cg18740893,
,cg02467990,
,cg01401015,
,cg22081371,
,cg08960448,
,cg14169333,
,cg03304437,
,cg07433344,
,cg08692423,
,cg17047981,
,cg02169391,
,cg00955911,
,cg16260298,
,cg27135125,
,cg06972019,
,cg11977686,
,cg12887985,
,cg20804050,
,cg25095032,
,cg23363911,
,cg21715896,
,cg11282936,
,cg14800014,
,cg11241541,
,cg25141069,
,cg21183523,
,cg20631750,
,cg22888181,
,cg26422059,
,cg07094847,
,cg09804858,
,cg15646741,
,cg25209842,
,cg16306898,
,cg06182274,
,cg04781584,
,cg02965283,
,cg00428457,
,cg21176130,
,cg20518446,
,cg05610097,
,cg06688763,
,cg02477603,
,cg13598409,
,cg07204874,
,cg08613144,
,cg09059945,
,cg25499181,
,cg00987534,
,cg05315321,
,cg13300939,
,cg02580209,
,cg15023858,
,cg09557387,
,cg13628006,
,cg14970991,
,cg05617413,
,cg13596833,
,cg24797187,
,cg12299795,
,cg14936968,
,cg16021909,
,cg20251943,
,cg15096829,
,cg09569850,
,cg16734433,
,cg20035127,
,cg21941030,
,cg11842610,
,cg05142445,
,cg10128479,
,cg04920951,
,cg15741433,
,cg23855505,
,cg12584100,
,cg24016939,
,cg23884187,
,cg25274503,
,cg21386863,
,cg26584983,
,cg11182257,
,cg22260952,
,cg05578480,
,cg17228698,
,cg03657573,
,cg27139424,
,cg12717594,
,cg12742338,
,cg23370213,
,cg24635971,
,cg00067884,
,cg09787089,
,cg20341504,
,cg13270350,
,cg06527318,
,cg10034890,
,cg04194674,
,cg20366549,
,cg24331301,
,cg01565320,
,cg07052390,
,cg02858512,
,cg04638468,
,cg03477112,
,cg16215203,
,cg19317517,
,cg02711212,
,cg00726615,
,cg22027433,
,cg16601494,
,cg02512867,
,cg01793704,
,cg02848961,
,cg20893203,
,cg10043865,
,cg16373000,
,cg04932551,
,cg05483021,
,cg03290131,
,cg03998598,
,cg20463298,
,cg15536663,
,cg00524374,
,cg09455823,
,cg23703633,
,cg23440816,
,cg22973468,
,cg27500148,
,cg16562730,
,cg22859061,
,cg07293445,
,cg05369926,
,cg05709124,
,cg03559454,
,cg13378781,
,cg12845520,
,cg13475583,
,cg20268352,
,cg24921140,
,cg18095824,
,cg24933645,
,cg07519235,
,cg00506168,
,cg24512973,
,cg09360770,
,cg09859564,
,cg05839377,
,cg03290977,
,cg19403104,
,cg12049236,
,cg26055747,
,cg00020799,
,cg26029554,
,cg07976064,
,cg13412498,
,cg14557534,
,cg03055271,
,cg16702815,
,cg22647810,
,cg07978472,
,cg13703049,
,cg24877677,
,cg25581330,
,cg23300732,
,cg14986386,
,cg19437852,
,cg07137955,
,cg13836638,
,cg22549558,
,cg12783819,
,cg01671895,
,cg02124912,
,cg06653045,
,cg12668399,
,cg15205547,
,cg12247222,
,cg07339236,
,cg18005901,
,cg07619697,
,cg14063008,
,cg26839871,
,cg10505610,
,cg24495062,
,cg20952901,
,cg11865119,
,cg14919554,
,cg07992044,
,cg07185041,
,cg13897134,
,cg10647644,
,cg07826859,
,cg19403541,
,cg05527869,
,cg17242937,
,cg06283342,
,cg02511723,
,cg10547843,
,cg04764812,
,cg04522625,
,cg08846467,
,cg24761507,
,cg13096278,
,cg18888655,
,cg20512044,
,cg15085883,
,cg08774368,
,cg06974428,
,cg03917666,
,cg07661904,
,cg03779973,
,cg06368401,
,cg02320862,
,cg06061086,
,cg24953703,
,cg24686845,
,cg26607528,
,cg26550787,
,cg19779057,
,cg24811290,
,cg13709271,
,cg03796321,
,cg16539957,
,cg11909137,
,cg08824384,
,cg27268104,
,cg08325813,
,cg21723559,
,cg02038168,
,cg26978172,
,cg04246144,
,cg03989567,
,cg04556393,
,cg12033125,
,cg06822689,
,cg26760589,
,cg19836589,
,cg14450725,
,cg14830003,
,cg17095936,
,cg17144305,
,cg21586453,
,cg25320115,
,cg16937168,
,cg20414015,
,cg00208274,
,cg02578929,
,cg25092681,
,cg25305774,
,cg16319142,
,cg00656735,
,cg23631538,
,cg22986569,
,cg18703238,
,cg13488570,
,cg01085210,
,cg10168494,
,cg06411879,
,cg00405843,
,cg25655489,
,cg00508334,
,cg13682735,
,cg07570470,
,cg00018845,
,cg08330217,
,cg17264670,
,cg18804777,
,cg17671242,
,cg18350739,
,cg21775245,
,cg09132058,
,cg21731375,
,cg20228731,
,cg04051396,
,cg23092956,
,cg17219660,
,cg20995304,
,cg16552454,
,cg22421859,
,cg10988187,
,cg17507887,
,cg08757862,
,cg19171161,
,cg02670123,
,cg21019662,
,cg07688604,
,cg11599864,
,cg12457529,
,cg04008888,
,cg17029019,
,cg14275593,
,cg14460343,
,cg06520521,
,cg25649765,
,cg27209741,
,cg21795544,
,cg11308170,
,cg26703758,
,cg16520191,
,cg03202693,
,cg07080231,
,cg24704730,
,cg07102913,
,cg24181605,
,cg27064482,
,cg10864979,
,cg15460872,
,cg14874121,
,cg04821520,
,cg01990593,
,cg09230870,
,cg23752752,
,cg19266671,
,cg19296305,
,cg03772350,
,cg07940072,
,cg23391785,
,cg25602543,
,cg18477674,
,cg03535079,
,cg09168797,
,cg18762465,
,cg09261794,
,cg02643667,
