GE,ME,MI
ENSG00000009950,cg21872764,hsa-miR-552-5p
ENSG00000010030,cg16761581,hsa-miR-579-5p
ENSG00000010282,cg06108459,hsa-miR-504-3p
ENSG00000010310,cg16364121,hsa-miR-33b-3p
ENSG00000010318,cg21462633,hsa-miR-671-3p
ENSG00000010319,cg08724310,hsa-miR-24-2-5p
ENSG00000010361,cg09086201,hsa-miR-23a-5p
ENSG00000010438,cg10715223,hsa-miR-26a-1-3p
ENSG00000011083,cg02449821,hsa-miR-25-5p
ENSG00000011332,cg02344833,hsa-miR-3074-5p
ENSG00000011422,cg22185558,hsa-miR-3156-3p
ENSG00000011426,cg06022561,hsa-miR-3127-3p
ENSG00000011590,cg06312813,hsa-miR-155-3p
ENSG00000011677,cg01132484,hsa-miR-3150a-5p
ENSG00000012124,cg22152728,hsa-miR-3137
ENSG00000012171,cg25632577,hsa-miR-3136-5p
ENSG00000012223,cg23431175,hsa-miR-3140-3p
ENSG00000012504,cg08862890,hsa-miR-548t-5p
ENSG00000012660,cg19413725,hsa-miR-5582-3p
ENSG00000012817,cg07070305,hsa-miR-6812-3p
ENSG00000013293,cg21646598,hsa-miR-1229-3p
ENSG00000013297,cg26206598,hsa-miR-4664-3p
ENSG00000013588,cg04920032,hsa-miR-4665-5p
ENSG00000013619,cg17586094,hsa-miR-4664-5p
ENSG00000013725,cg06580725,hsa-miR-3622a-3p
ENSG00000013810,cg02056653,hsa-miR-3620-3p
ENSG00000015413,cg07046426,hsa-miR-3622a-5p
ENSG00000015520,cg10347635,hsa-miR-449a
ENSG00000016082,cg11163555,hsa-miR-4726-3p
ENSG00000016402,cg11274314,hsa-miR-4725-3p
ENSG00000016602,cg21868134,hsa-miR-4726-5p
ENSG00000017427,cg23985209,hsa-miR-4725-5p
ENSG00000018236,cg06785999,hsa-miR-4724-5p
ENSG00000018408,cg12279877,hsa-miR-4728-5p
ENSG00000018625,cg01065161,hsa-miR-362-5p
ENSG00000018869,cg07029024,hsa-miR-6846-3p
ENSG00000019102,cg11118198,hsa-miR-6846-5p
ENSG00000019169,cg12911763,hsa-miR-188-5p
ENSG00000019186,cg21384402,hsa-miR-186-5p
ENSG00000019505,cg22459664,hsa-miR-184
ENSG00000019991,cg11398452,hsa-miR-149-5p
ENSG00000020633,cg03490200,hsa-miR-3619-3p
ENSG00000021300,cg16989132,hsa-miR-3157-3p
ENSG00000021488,cg16481280,hsa-miR-3173-5p
ENSG00000021645,cg25338262,hsa-miR-615-5p
ENSG00000021852,cg05740418,hsa-miR-616-3p
ENSG00000022556,cg26360026,hsa-miR-1295b-3p
ENSG00000023171,cg23611697,hsa-miR-1295b-5p
ENSG00000023839,cg08420572,hsa-miR-548au-3p
ENSG00000024526,cg24797665,hsa-miR-1307-5p
ENSG00000025039,cg27429749,hsa-miR-1306-5p
ENSG00000026559,cg21951648,hsa-miR-1247-3p
ENSG00000026652,cg08323075,hsa-miR-1304-3p
ENSG00000027869,cg19414980,hsa-let-7d-3p
ENSG00000029153,cg20594345,hsa-miR-561-5p
ENSG00000029559,cg05157360,hsa-miR-455-5p
ENSG00000029725,cg14003035,hsa-miR-378d
ENSG00000029993,cg24115264,hsa-miR-1268b
ENSG00000030304,cg25006194,hsa-miR-6720-5p
ENSG00000033122,cg14034757,hsa-miR-4661-5p
ENSG00000033170,cg04087571,hsa-miR-4659a-5p
ENSG00000034053,cg16297271,hsa-miR-4658
ENSG00000034239,cg10236452,hsa-miR-3651
ENSG00000034971,cg18011364,hsa-miR-3654
ENSG00000035499,cg09126279,hsa-miR-5090
ENSG00000036448,cg11224647,hsa-miR-5094
ENSG00000036473,cg09705457,hsa-miR-410-3p
ENSG00000036530,cg21633105,hsa-miR-484
ENSG00000036565,cg12288941,hsa-miR-3680-3p
ENSG00000038295,cg19127283,hsa-miR-3677-3p
ENSG00000039139,cg00085486,hsa-miR-3678-5p
ENSG00000039537,cg19596804,hsa-miR-548j-5p
ENSG00000039600,cg04425632,hsa-miR-4728-3p
ENSG00000039987,cg12231969,hsa-miR-378a-3p
ENSG00000040731,cg15916160,hsa-miR-378a-5p
ENSG00000041353,cg19595234,hsa-miR-383-5p
ENSG00000041515,cg07269374,hsa-miR-449c-5p
ENSG00000042781,cg07376381,hsa-miR-223-3p
ENSG00000043039,cg01152624,hsa-miR-224-5p
ENSG00000043355,cg02466321,hsa-miR-520e-3p
ENSG00000043591,cg15435730,hsa-miR-515-5p
ENSG00000044524,cg26421310,hsa-miR-515-3p
ENSG00000046653,cg01443285,hsa-miR-181d-5p
ENSG00000046774,cg00422488,hsa-miR-512-3p
ENSG00000046889,cg23923856,hsa-miR-6895-3p
ENSG00000047457,cg01698108,hsa-miR-6777-5p
ENSG00000047597,cg05848579,hsa-miR-6777-3p
ENSG00000047617,cg19007141,hsa-miR-5699-5p
ENSG00000047648,cg25837803,hsa-miR-6776-5p
ENSG00000047662,cg23938220,hsa-miR-331-5p
ENSG00000047936,cg20008332,hsa-miR-206
ENSG00000048052,cg08302913,hsa-miR-6886-5p
ENSG00000048462,cg25211566,hsa-miR-3150b-5p
ENSG00000048545,cg03586474,hsa-miR-3664-3p
ENSG00000049089,cg09495643,hsa-miR-3677-5p
ENSG00000049130,cg05893614,hsa-miR-3940-5p
ENSG00000049247,cg01597066,hsa-miR-765
ENSG00000049249,cg24903668,hsa-miR-3934-3p
ENSG00000049283,cg22227424,hsa-miR-545-3p
ENSG00000049540,cg05347898,hsa-miR-4326
ENSG00000050344,cg07548607,hsa-miR-7114-5p
ENSG00000050405,cg26785954,hsa-miR-7112-3p
ENSG00000050438,cg14320054,hsa-miR-4653-3p
ENSG00000050555,cg02789362,hsa-miR-4652-5p
ENSG00000050628,cg15608939,hsa-miR-3648
ENSG00000050730,cg26559315,hsa-miR-3679-3p
ENSG00000050767,cg11871050,hsa-miR-3196
ENSG00000051180,cg02553486,hsa-miR-3684
ENSG00000051341,cg18321976,hsa-miR-3682-3p
ENSG00000052850,cg12094965,hsa-miR-4746-5p
ENSG00000053108,cg24617723,hsa-miR-375-3p
ENSG00000053438,cg03467405,hsa-miR-525-3p
ENSG00000053524,cg26751972,hsa-miR-525-5p
ENSG00000053702,cg17928147,hsa-miR-519b-3p
ENSG00000053747,cg24236409,hsa-miR-526b-3p
ENSG00000054392,cg18103730,hsa-miR-526b-5p
ENSG00000054598,cg20587874,hsa-miR-520a-3p
ENSG00000054796,cg13947995,hsa-miR-520a-5p
ENSG00000054803,cg06637001,hsa-miR-519c-3p
ENSG00000054938,cg19749660,hsa-miR-520f-3p
ENSG00000055813,cg12342334,hsa-miR-6891-5p
ENSG00000055955,cg21656251,hsa-miR-6773-5p
ENSG00000056291,cg26435572,hsa-miR-6772-3p
ENSG00000056487,cg05855983,hsa-miR-7706
ENSG00000057149,cg26123920,hsa-miR-7705
ENSG00000057593,cg02863856,hsa-miR-2113
ENSG00000058085,cg11316868,hsa-miR-449b-3p
ENSG00000058335,cg01154445,hsa-miR-454-3p
ENSG00000058404,cg20439473,hsa-miR-454-5p
ENSG00000058866,cg17410236,hsa-miR-769-3p
ENSG00000059915,cg26979537,hsa-miR-671-5p
ENSG00000060558,cg02959939,hsa-miR-767-3p
ENSG00000060709,cg19584530,hsa-miR-138-1-3p
ENSG00000060718,cg04865491,hsa-miR-129-2-3p
ENSG00000061455,cg10852177,hsa-miR-125b-2-3p
ENSG00000062038,cg10215401,hsa-miR-4446-5p
ENSG00000062096,cg07959576,hsa-miR-4286
ENSG00000062282,cg23332689,hsa-miR-16-2-3p
ENSG00000062524,cg16560774,hsa-miR-100-3p
ENSG00000063015,cg18792528,hsa-miR-99a-3p
ENSG00000063127,cg22758700,hsa-miR-105-3p
ENSG00000063180,cg03724368,hsa-miR-29b-1-5p
ENSG00000064218,cg09642925,hsa-miR-29b-2-5p
ENSG00000064225,cg25298085,hsa-miR-1257
ENSG00000064270,cg23345004,hsa-miR-4425
ENSG00000064300,cg21487363,hsa-miR-4427
ENSG00000064309,cg13207630,hsa-miR-4431
ENSG00000064692,cg12166476,hsa-miR-4433a-3p
ENSG00000064787,cg11940177,hsa-miR-4645-3p
ENSG00000064886,cg23239344,hsa-miR-4640-3p
ENSG00000065325,cg11509669,hsa-miR-1915-5p
ENSG00000065328,cg08815340,hsa-miR-3691-5p
ENSG00000065361,cg07070466,hsa-miR-1270
ENSG00000065371,cg19815813,hsa-miR-1266-5p
ENSG00000065609,cg05095252,hsa-miR-1269a
ENSG00000065618,cg13355047,hsa-miR-5010-3p
ENSG00000065621,cg23982678,hsa-miR-5008-3p
ENSG00000065675,cg25685262,hsa-miR-203a-3p
ENSG00000065833,cg23035715,hsa-miR-204-5p
ENSG00000065978,cg11495854,hsa-miR-210-3p
ENSG00000066032,cg12976081,hsa-miR-187-3p
ENSG00000066185,cg19917565,hsa-miR-212-3p
ENSG00000066230,cg00953256,hsa-miR-511-5p
ENSG00000066279,cg20755820,hsa-miR-146b-5p
ENSG00000066382,cg06705237,hsa-miR-490-3p
ENSG00000066468,cg20606255,hsa-miR-6786-3p
ENSG00000066735,cg26946821,hsa-miR-6875-5p
ENSG00000066813,cg04557423,hsa-miR-6877-5p
ENSG00000066923,cg20652822,hsa-miR-6877-3p
ENSG00000067048,cg00748373,hsa-miR-185-3p
ENSG00000067057,cg04746199,hsa-miR-150-3p
ENSG00000067646,cg07434402,hsa-miR-188-3p
ENSG00000067715,cg27523087,hsa-miR-30a-3p
ENSG00000067798,cg27042266,hsa-miR-31-5p
ENSG00000067842,cg19287857,hsa-miR-30a-5p
ENSG00000068078,cg20156953,hsa-miR-32-3p
ENSG00000068489,cg23424273,hsa-miR-31-3p
ENSG00000068615,cg06211837,hsa-miR-92a-1-5p
ENSG00000068831,cg21637392,hsa-miR-33a-3p
ENSG00000068976,cg14244402,hsa-miR-29a-5p
ENSG00000068985,cg17794299,hsa-miR-93-3p
ENSG00000069020,cg22592108,hsa-miR-3115
ENSG00000069188,cg21862163,hsa-miR-6775-3p
ENSG00000069206,cg12259256,hsa-miR-4435
ENSG00000069482,cg16117910,hsa-miR-4434
ENSG00000069535,cg01896424,hsa-miR-1301-3p
ENSG00000069696,cg03759556,hsa-miR-4686
ENSG00000069702,cg08167706,hsa-miR-1343-3p
ENSG00000069764,cg22044566,hsa-miR-1914-5p
ENSG00000070182,cg00665971,hsa-miR-6888-3p
ENSG00000070193,cg01601050,hsa-miR-1910-5p
ENSG00000070526,cg15724184,hsa-miR-4786-5p
ENSG00000070669,cg19752891,hsa-miR-4786-3p
ENSG00000070729,cg07956515,hsa-miR-4787-3p
ENSG00000070731,cg15961466,hsa-miR-4788
ENSG00000070748,cg16420756,hsa-miR-1277-3p
ENSG00000070882,cg11827453,hsa-miR-1276
ENSG00000070886,cg02332982,hsa-miR-548ao-3p
ENSG00000070915,cg16066797,hsa-miR-219a-5p
ENSG00000071073,cg13472610,hsa-miR-217-5p
ENSG00000071539,cg22664614,hsa-miR-216a-5p
ENSG00000071677,cg09864715,hsa-miR-222-3p
ENSG00000071909,cg14911690,hsa-miR-221-3p
ENSG00000071967,cg03646234,hsa-miR-202-5p
ENSG00000071991,cg00356183,hsa-miR-6783-3p
ENSG00000072041,cg13315923,hsa-miR-6783-5p
ENSG00000072133,cg14071650,hsa-miR-6781-3p
ENSG00000072195,cg27393126,hsa-miR-1-3p
ENSG00000072571,cg23167906,hsa-miR-4999-3p
ENSG00000072657,cg20847110,hsa-miR-6728-5p
ENSG00000072818,cg02909136,hsa-miR-17-3p
ENSG00000072858,cg10422047,hsa-miR-17-5p
ENSG00000072954,cg27228712,hsa-miR-19a-3p
ENSG00000073008,cg05002590,hsa-miR-18a-5p
ENSG00000073067,cg05192452,hsa-miR-20a-5p
ENSG00000073111,cg26381364,hsa-miR-19b-3p
ENSG00000073150,cg08813925,hsa-miR-550a-3-5p
ENSG00000073282,cg14186066,hsa-miR-92a-3p
ENSG00000073464,cg24066731,hsa-miR-33a-5p
ENSG00000073605,cg17425818,hsa-miR-935
ENSG00000073670,cg09367817,hsa-miR-18b-3p
ENSG00000073734,cg03252313,hsa-miR-20b-3p
ENSG00000073754,cg05728019,hsa-miR-934
ENSG00000073756,cg12080687,hsa-miR-223-5p
ENSG00000073792,cg25215834,hsa-miR-2115-5p
ENSG00000073861,cg12666727,hsa-miR-2115-3p
ENSG00000073910,cg17514199,hsa-miR-4449
ENSG00000074211,cg22473620,hsa-miR-4446-3p
ENSG00000074317,cg03202804,hsa-miR-4444
ENSG00000074410,cg02226810,hsa-miR-4443
ENSG00000074527,cg01025836,hsa-miR-1908-3p
ENSG00000074803,cg23543123,hsa-miR-4677-3p
ENSG00000075043,cg23415916,hsa-miR-4677-5p
ENSG00000075218,cg20189674,hsa-miR-3662
ENSG00000075223,cg21488617,hsa-miR-4782-5p
ENSG00000075275,cg25927708,hsa-miR-4785
ENSG00000075340,cg19046826,hsa-miR-6509-5p
ENSG00000075388,cg03277455,hsa-miR-6510-3p
ENSG00000075429,cg23096144,hsa-miR-1250-5p
ENSG00000075461,cg05535113,hsa-miR-1251-5p
ENSG00000075618,cg17388996,hsa-miR-1248
ENSG00000075651,cg10356613,hsa-miR-7156-5p
ENSG00000075673,cg06176471,hsa-miR-7158-3p
ENSG00000075702,cg27641628,hsa-miR-5002-5p
ENSG00000075886,cg02171725,hsa-miR-5001-3p
ENSG00000075891,cg22176895,hsa-miR-5001-5p
ENSG00000076344,cg00524310,hsa-miR-5003-3p
ENSG00000076351,cg02009766,hsa-miR-5002-3p
ENSG00000076382,cg13231700,hsa-miR-129-5p
ENSG00000076555,cg26575450,hsa-miR-938
ENSG00000077063,cg10024876,hsa-miR-937-3p
ENSG00000077080,cg23363832,hsa-miR-527
ENSG00000077092,cg06596075,hsa-miR-518a-3p
ENSG00000077152,cg09411231,hsa-miR-942-5p
ENSG00000077264,cg25089903,hsa-miR-944
ENSG00000077274,cg11988036,hsa-miR-522-3p
ENSG00000077279,cg12034943,hsa-miR-519a-3p
ENSG00000077327,cg16489259,hsa-miR-155-5p
ENSG00000077522,cg27292389,hsa-miR-6755-5p
ENSG00000077935,cg20584546,hsa-miR-6758-3p
ENSG00000077943,cg03932904,hsa-miR-802
ENSG00000078018,cg23307680,hsa-miR-6844
ENSG00000078053,cg00007326,hsa-miR-1227-3p
ENSG00000078081,cg26615813,hsa-miR-6814-3p
ENSG00000078401,cg07054564,hsa-miR-4433a-5p
ENSG00000078549,cg19984355,hsa-miR-1234-3p
ENSG00000078579,cg15866977,hsa-miR-4433b-5p
ENSG00000078596,cg14024653,hsa-miR-6516-5p
ENSG00000078814,cg04771433,hsa-miR-135a-5p
ENSG00000078900,cg14579819,hsa-miR-137-3p
ENSG00000079101,cg16082644,hsa-miR-130a-3p
ENSG00000079102,cg12091732,hsa-miR-551a
ENSG00000079112,cg25529875,hsa-miR-552-3p
ENSG00000079156,cg08536841,hsa-miR-196a-3p
ENSG00000079337,cg02822788,hsa-miR-187-5p
ENSG00000079393,cg18427336,hsa-miR-183-3p
ENSG00000079435,cg25537434,hsa-miR-219a-1-3p
ENSG00000079689,cg25921512,hsa-miR-222-5p
ENSG00000079841,cg13107975,hsa-miR-221-5p
ENSG00000080166,cg07592976,hsa-miR-197-5p
ENSG00000080224,cg18886444,hsa-miR-937-5p
ENSG00000080511,cg06577005,hsa-miR-3190-5p
ENSG00000080618,cg00914041,hsa-miR-378f
ENSG00000080839,cg15827779,hsa-miR-301a-5p
ENSG00000080854,cg06746274,hsa-miR-548d-3p
ENSG00000080910,cg16498391,hsa-miR-662
ENSG00000080986,cg09136878,hsa-miR-663a
ENSG00000081041,cg25998402,hsa-miR-449b-5p
ENSG00000081051,cg21650866,hsa-miR-378c
ENSG00000081052,cg18245660,hsa-miR-559
ENSG00000081138,cg10298741,hsa-miR-216a-3p
ENSG00000081248,cg19045644,hsa-miR-3200-3p
ENSG00000081277,cg22839308,hsa-miR-3198
ENSG00000081479,cg27464846,hsa-miR-98-3p
ENSG00000081803,cg23954268,hsa-miR-548x-3p
ENSG00000081842,cg27272677,hsa-miR-4676-5p
ENSG00000081853,cg08753373,hsa-miR-4674
ENSG00000081923,cg11428546,hsa-miR-4675
ENSG00000081985,cg12873919,hsa-miR-4671-3p
ENSG00000082175,cg07180571,hsa-miR-1237-3p
ENSG00000082196,cg03872783,hsa-miR-4797-3p
ENSG00000082269,cg14399183,hsa-miR-1180-3p
ENSG00000082293,cg14385738,hsa-miR-1181
ENSG00000082556,cg19859290,hsa-miR-548o-3p
ENSG00000082684,cg26923490,hsa-miR-3664-5p
ENSG00000083067,cg20569287,hsa-miR-4999-5p
ENSG00000083454,cg07826275,hsa-miR-3667-5p
ENSG00000083782,cg25300386,hsa-miR-502-5p
ENSG00000083814,cg24806326,hsa-miR-501-5p
ENSG00000083838,cg22871227,hsa-miR-500a-3p
ENSG00000083857,cg16966992,hsa-miR-505-3p
ENSG00000084110,cg05829782,hsa-miR-504-5p
ENSG00000084207,cg14760797,hsa-miR-503-5p
ENSG00000084453,cg24659501,hsa-miR-6750-3p
ENSG00000084628,cg16543094,hsa-miR-6769b-3p
ENSG00000084710,cg05053220,hsa-miR-6815-3p
ENSG00000085117,cg26487157,hsa-miR-10a-5p
ENSG00000085265,cg22684008,hsa-miR-7-5p
ENSG00000085465,cg09877593,hsa-miR-1226-3p
ENSG00000085563,cg25498489,hsa-miR-153-3p
ENSG00000085741,cg01369207,hsa-miR-4494
ENSG00000085831,cg07883823,hsa-miR-301b-3p
ENSG00000085999,cg13708218,hsa-miR-505-5p
ENSG00000086159,cg16747164,hsa-miR-501-3p
ENSG00000086205,cg00619207,hsa-miR-216b-5p
ENSG00000086506,cg23663533,hsa-miR-500a-5p
ENSG00000086548,cg05578056,hsa-miR-516a-5p
ENSG00000086570,cg22488998,hsa-miR-138-5p
ENSG00000086696,cg03043127,hsa-miR-877-3p
ENSG00000086717,cg16086130,hsa-miR-887-3p
ENSG00000086967,cg01095157,hsa-miR-760
ENSG00000087085,cg21184256,hsa-miR-10b-3p
ENSG00000087250,cg09417209,hsa-miR-10a-3p
ENSG00000087494,cg18566883,hsa-miR-139-3p
ENSG00000087586,cg26509022,hsa-miR-30c-2-3p
ENSG00000087842,cg03135351,hsa-miR-548b-5p
ENSG00000088002,cg26471497,hsa-miR-873-5p
ENSG00000088053,cg19446838,hsa-miR-142-5p
ENSG00000088305,cg17675712,hsa-miR-92b-5p
ENSG00000088320,cg04228468,hsa-miR-556-3p
ENSG00000088325,cg24033558,hsa-miR-142-3p
ENSG00000088386,cg01453052,hsa-miR-503-3p
ENSG00000088538,cg18935516,hsa-miR-20a-3p
ENSG00000088543,cg08926571,hsa-miR-421
ENSG00000088726,cg00777121,hsa-miR-660-5p
ENSG00000088826,cg01924435,hsa-miR-19b-1-5p
ENSG00000088836,cg07470207,hsa-miR-19a-5p
ENSG00000088881,cg03926815,hsa-miR-2276-3p
ENSG00000088992,cg19690494,hsa-miR-2277-3p
ENSG00000089012,cg23995914,hsa-miR-219b-3p
ENSG00000089116,cg02550231,hsa-miR-219b-5p
ENSG00000089169,cg14919082,hsa-miR-4668-3p
ENSG00000089177,cg10954469,hsa-miR-3145-5p
ENSG00000089199,cg01815912,hsa-miR-3944-3p
ENSG00000089250,cg06276663,hsa-miR-2682-3p
ENSG00000089327,cg26514793,hsa-miR-2682-5p
ENSG00000089685,cg07224931,hsa-miR-210-5p
ENSG00000089692,cg12691382,hsa-miR-4793-3p
ENSG00000089847,cg13386351,hsa-miR-4789-3p
ENSG00000090006,cg10603235,hsa-miR-4791
ENSG00000090339,cg00727630,hsa-miR-518c-3p
ENSG00000090512,cg15127791,hsa-miR-520c-3p
ENSG00000090534,cg06880028,hsa-miR-518c-5p
ENSG00000090539,cg23699196,hsa-miR-518b
ENSG00000090889,cg00813999,hsa-miR-518f-3p
ENSG00000090932,cg19007269,hsa-miR-520b-3p
ENSG00000090975,cg24430580,hsa-miR-523-3p
ENSG00000091138,cg19967492,hsa-miR-518f-5p
ENSG00000091262,cg08911275,hsa-miR-3911
ENSG00000091428,cg08866991,hsa-miR-3909
ENSG00000091482,cg17064051,hsa-miR-301a-3p
ENSG00000091490,cg14069049,hsa-miR-106b-5p
ENSG00000091513,cg23651323,hsa-miR-34c-5p
ENSG00000091536,cg04324821,hsa-miR-196b-5p
ENSG00000091622,cg25078150,hsa-miR-197-3p
ENSG00000091664,cg21609106,hsa-miR-4501
ENSG00000091704,cg02716516,hsa-miR-4497
ENSG00000091831,cg20445053,hsa-miR-885-5p
ENSG00000092009,cg05709720,hsa-miR-1251-3p
ENSG00000092051,cg27424995,hsa-miR-146b-3p
ENSG00000092054,cg14051639,hsa-miR-877-5p
ENSG00000092068,cg18814344,hsa-miR-885-3p
ENSG00000092096,cg08387285,hsa-miR-148a-5p
ENSG00000092295,cg15664152,hsa-miR-129-1-3p
ENSG00000092345,cg03461110,hsa-miR-570-3p
ENSG00000092445,cg20166714,hsa-miR-15b-5p
ENSG00000092621,cg01065806,hsa-miR-545-5p
ENSG00000092758,cg09650495,hsa-miR-455-3p
ENSG00000092850,cg02403180,hsa-miR-532-3p
ENSG00000092853,cg05754853,hsa-miR-2116-3p
ENSG00000092929,cg27022570,hsa-miR-2116-5p
ENSG00000093009,cg14352362,hsa-miR-548aq-5p
ENSG00000093134,cg25441338,hsa-miR-33b-5p
ENSG00000094755,cg05460130,hsa-miR-4466
ENSG00000094796,cg16593865,hsa-miR-4465
ENSG00000094804,cg15036616,hsa-miR-3065-5p
ENSG00000094963,cg04583813,hsa-miR-3186-5p
ENSG00000095015,cg20057633,hsa-miR-3187-3p
ENSG00000095321,cg17147471,hsa-miR-5680
ENSG00000095596,cg13320146,hsa-miR-4713-5p
ENSG00000095627,cg20384941,hsa-miR-4714-5p
ENSG00000095713,cg11991398,hsa-miR-4714-3p
ENSG00000095777,cg16822216,hsa-miR-3529-5p
ENSG00000095917,cg07126235,hsa-miR-2277-5p
ENSG00000095981,cg12911556,hsa-miR-18b-5p
ENSG00000096006,cg26328510,hsa-miR-4766-3p
ENSG00000096088,cg20758542,hsa-miR-4763-5p
ENSG00000096093,cg00371368,hsa-miR-4766-5p
ENSG00000096264,cg26915558,hsa-miR-516b-5p
ENSG00000097046,cg08901662,hsa-miR-520g-3p
ENSG00000097096,cg03621504,hsa-miR-452-5p
ENSG00000099139,cg09183671,hsa-miR-452-3p
ENSG00000099194,cg22032709,hsa-miR-517-5p
ENSG00000099256,cg11452571,hsa-miR-519d-3p
ENSG00000099282,cg26860182,hsa-miR-517a-3p
ENSG00000099326,cg17465423,hsa-miR-521
ENSG00000099330,cg26215406,hsa-miR-517b-3p
ENSG00000099337,cg01233487,hsa-miR-520d-3p
ENSG00000099338,cg17191462,hsa-miR-3928-3p
ENSG00000099365,cg23358740,hsa-miR-676-3p
ENSG00000099399,cg14081465,hsa-miR-3927-3p
ENSG00000099617,cg26717418,hsa-miR-3926
ENSG00000099622,cg01616178,hsa-miR-6761-5p
ENSG00000099715,cg16182148,hsa-miR-3923
ENSG00000099725,cg10210594,hsa-miR-3922-3p
ENSG00000099769,cg20383521,hsa-miR-6764-5p
ENSG00000099822,cg21511194,hsa-miR-3150b-3p
ENSG00000099834,cg14621217,hsa-miR-130b-3p
ENSG00000099864,cg26546537,hsa-miR-6807-3p
ENSG00000099954,cg08249988,hsa-miR-6807-5p
ENSG00000099957,cg02586610,hsa-miR-6808-3p
ENSG00000099960,cg18208842,hsa-miR-7854-3p
ENSG00000099994,cg08943494,hsa-miR-1271-5p
ENSG00000100003,cg21279316,hsa-miR-1323
ENSG00000100031,cg14270348,hsa-miR-1296-5p
ENSG00000100033,cg14270346,hsa-miR-320c
ENSG00000100053,cg14776114,hsa-miR-320b
ENSG00000100065,cg13587665,hsa-miR-7845-5p
ENSG00000100078,cg23244289,hsa-miR-1283
ENSG00000100079,cg12323063,hsa-miR-4473
ENSG00000100095,cg22453826,hsa-miR-6850-5p
ENSG00000100121,cg10325600,hsa-miR-6852-5p
ENSG00000100139,cg03477052,hsa-miR-551b-3p
ENSG00000100146,cg06458904,hsa-miR-5581-3p
ENSG00000100156,cg12893030,hsa-miR-5580-3p
ENSG00000100162,cg04462774,hsa-miR-641
ENSG00000100170,cg12726213,hsa-miR-642a-5p
ENSG00000100191,cg04083076,hsa-miR-3191-3p
ENSG00000100197,cg16908860,hsa-miR-181b-3p
ENSG00000100219,cg14038391,hsa-miR-3188
ENSG00000100249,cg08857144,hsa-miR-345-3p
